State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
New South Wales,Lismore,2014-01-01,5.3,12.15,3.38,6.47,9.85,3.02,0.19,1.75,51.64,1.17,3.33,2.45,32,Good,12.55,20.0,0.0001,1.11,7.4,149.92
New South Wales,Griffith,2014-01-01,11.26,1.88,4.66,11.27,15.93,2.94,0.3,1.96,41.18,0.82,1.72,1.93,38,Good,16.43,45.51,0.0041,1.12,6.58,114.53
Victoria,Melbourne,2014-01-01,10.37,12.2,12.02,22.26,34.27,3.41,0.34,2.02,57.49,0.8,1.62,1.76,21,Good,19.13,58.19,0.0035,1.02,13.72,3670.04
Victoria,Geelong,2014-01-01,7.01,13.32,4.3,8.58,12.88,4.29,0.32,2.0,45.46,0.82,2.65,2.43,27,Good,11.86,46.1,0.0059,1.12,6.18,109.13
Victoria,Ballarat,2014-01-01,8.74,16.04,2.5,4.48,6.98,4.38,0.16,0.99,39.78,0.76,1.56,1.5,35,Good,15.33,83.0,0.0073,0.5,6.14,115.85
Victoria,Bendigo,2014-01-01,6.44,12.5,4.47,13.58,18.05,3.45,0.17,2.5,46.37,0.57,1.73,1.56,15,Good,8.42,60.56,0.004,1.53,5.02,192.7
Victoria,Melton,2014-01-01,5.33,7.31,2.67,8.0,10.67,1.65,0.2,1.72,34.42,0.41,1.55,0.83,36,Good,10.66,50.68,0.0012,1.07,4.43,147.11
Victoria,Shepparton,2014-01-01,11.81,17.55,6.19,12.95,19.14,6.3,0.47,1.46,44.18,1.16,3.77,2.83,16,Good,6.12,65.27,0.0053,1.46,3.83,5.0
Victoria,Wodonga,2014-01-01,2.4,13.52,4.97,12.08,17.05,3.48,0.1,2.09,50.77,0.79,2.17,1.4,16,Good,15.12,65.47,0.0048,1.18,4.49,293.04
Victoria,Sunbury,2014-01-01,11.39,16.07,5.97,11.27,17.24,3.1,0.37,1.03,32.98,0.68,2.62,0.76,16,Good,11.13,20.0,0.002,1.04,6.63,233.51
Victoria,Pakenham,2014-01-01,9.2,5.25,0.86,2.61,3.47,6.79,0.16,2.22,40.88,0.85,2.2,1.91,47,Good,14.34,48.13,0.0058,1.07,7.42,184.67
Victoria,Mildura,2014-01-01,9.76,13.86,5.48,9.89,15.37,4.47,0.25,2.29,49.62,0.84,2.11,1.68,18,Good,15.7,63.82,0.0035,0.79,4.34,33.43
Victoria,Warrnambool,2014-01-01,9.75,13.65,3.68,10.65,14.33,6.76,0.09,1.97,40.02,0.9,3.2,1.97,35,Good,16.44,38.26,0.0047,0.91,7.35,89.99
Victoria,Traralgon,2014-01-01,7.07,36.19,5.57,15.03,20.6,1.5,0.36,4.47,51.04,0.68,2.44,1.71,43,Good,13.36,67.78,0.0045,1.36,11.48,1055.22
Victoria,Morwell,2014-01-01,5.49,18.21,4.41,9.61,14.02,2.86,0.18,1.33,46.17,0.93,2.97,1.76,31,Good,9.41,59.44,0.0049,1.16,8.43,131.11
Victoria,Sale,2014-01-01,20.59,53.22,7.89,14.21,22.1,4.36,0.66,1.57,54.82,0.55,1.7,1.44,93,Satisfactory,15.13,87.24,0.0066,1.09,6.95,5.0
Queensland,Brisbane,2014-01-01,8.95,13.92,5.22,12.73,17.95,3.19,0.24,1.37,44.43,0.96,2.95,2.19,25,Good,7.44,82.0,0.0049,0.62,13.55,2824.39
Queensland,Gold Coast,2014-01-01,5.11,11.43,4.53,9.24,13.77,7.42,0.12,1.64,26.84,1.03,2.73,2.03,34,Good,27.55,63.48,0.0038,1.65,9.85,145.25
Queensland,Sunshine Coast,2014-01-01,4.83,11.71,3.09,6.71,9.8,4.56,0.41,2.2,23.43,0.61,1.41,1.42,45,Good,9.96,67.59,0.0032,1.23,4.6,248.25
Queensland,Townsville,2014-01-01,4.71,10.98,3.08,6.81,9.9,5.12,0.38,2.71,38.48,0.86,2.07,1.38,49,Good,20.55,72.77,0.0071,1.2,5.58,115.35
Queensland,Cairns,2014-01-01,4.77,11.03,3.05,6.21,9.27,3.76,0.25,2.04,46.34,0.81,2.55,2.2,49,Good,21.93,74.05,0.0031,0.8,8.63,188.68
Queensland,Toowoomba,2014-01-01,8.99,17.46,3.43,9.17,12.61,4.07,0.39,1.76,66.63,0.72,1.74,1.01,17,Good,13.17,79.63,0.0018,1.68,4.98,203.17
Queensland,Mackay,2014-01-01,6.99,12.54,3.87,8.13,12.01,5.93,0.29,2.36,43.33,0.34,1.14,0.68,45,Good,23.51,56.64,0.0077,1.79,5.1,275.01
Queensland,Rockhampton,2014-01-01,19.06,54.32,3.45,7.96,11.4,4.96,0.83,2.11,37.84,0.71,1.74,1.39,57,Satisfactory,30.36,69.83,0.0057,0.99,7.2,174.67
Queensland,Bundaberg,2014-01-01,6.02,9.98,3.4,8.41,11.81,2.19,0.24,1.73,36.11,0.92,3.39,1.04,25,Good,24.17,89.96,0.005,1.58,3.75,180.19
Queensland,Hervey Bay,2014-01-01,4.32,14.62,3.2,8.44,11.64,3.72,0.37,2.53,43.25,1.12,3.06,1.31,46,Good,14.66,75.42,0.0069,1.41,5.65,111.55
Queensland,Gladstone,2014-01-01,31.12,92.39,3.2,7.39,10.59,3.45,1.33,6.85,72.2,0.54,1.56,1.55,98,Satisfactory,19.23,78.34,0.0019,0.82,10.42,380.11
Queensland,Maryborough,2014-01-01,5.32,14.46,3.87,9.86,13.73,3.58,0.24,0.57,51.37,0.53,1.77,0.88,39,Good,12.33,62.99,0.0087,0.27,7.69,343.68
Queensland,Mount Isa,2014-01-01,25.28,23.47,4.52,12.52,17.04,2.05,0.58,7.66,49.59,0.63,2.4,1.31,89,Satisfactory,23.91,60.47,0.004,1.39,18.1,1970.55
Queensland,Emerald,2014-01-01,8.98,12.2,3.84,10.31,14.15,5.11,0.24,2.05,30.57,0.69,2.08,1.69,26,Good,14.84,51.8,0.0066,0.97,8.25,142.29
Western Australia,Perth,2014-01-01,12.93,8.76,8.52,20.8,29.32,2.82,0.26,2.1,36.87,0.83,2.65,1.51,83,Satisfactory,28.55,67.13,0.0019,0.94,10.47,3709.12
Western Australia,Mandurah,2014-01-01,7.74,18.66,3.87,9.8,13.67,5.14,0.26,1.78,49.41,1.01,3.32,2.27,46,Good,10.5,59.36,0.0057,0.75,5.82,281.28
Western Australia,Bunbury,2014-01-01,26.19,38.11,2.68,6.46,9.14,5.89,0.78,2.52,61.22,0.93,3.52,1.32,90,Satisfactory,11.74,34.48,0.0033,1.31,6.49,231.85
Western Australia,Kalgoorlie,2014-01-01,41.5,80.61,4.19,9.8,13.99,3.5,1.5,1.38,31.39,0.66,1.83,1.32,124,Moderate,9.95,43.61,0.0045,1.43,5.04,156.0
Western Australia,Geraldton,2014-01-01,13.56,11.43,2.11,4.31,6.42,0.86,0.32,3.22,44.67,0.59,1.51,1.26,73,Satisfactory,13.05,70.79,0.008,1.16,7.73,293.82
Western Australia,Albany,2014-01-01,5.61,10.48,4.63,10.09,14.73,7.34,0.3,1.02,36.05,1.0,3.71,1.25,38,Good,16.15,70.17,0.01,1.06,3.48,5.0
Western Australia,Karratha,2014-01-01,9.79,23.26,7.18,12.76,19.94,3.61,0.27,6.0,31.46,0.83,2.83,2.18,44,Good,11.06,50.47,0.0035,1.27,19.74,436.62
Western Australia,Broome,2014-01-01,5.04,13.22,3.93,7.87,11.8,2.43,0.17,1.69,41.03,0.76,1.83,1.27,49,Good,16.04,35.7,0.0063,1.28,4.16,175.58
Western Australia,Port Hedland,2014-01-01,6.25,31.44,4.22,13.85,18.07,3.1,0.26,7.18,44.42,1.14,2.39,3.15,41,Good,16.28,65.39,0.0062,1.23,12.05,1118.77
Western Australia,Busselton,2014-01-01,8.76,2.47,3.45,9.73,13.18,3.22,0.21,1.99,66.75,0.87,2.04,1.0,34,Good,15.88,46.24,0.0052,0.89,3.61,320.11
Western Australia,Esperance,2014-01-01,10.42,12.06,3.76,9.61,13.37,5.3,0.1,2.0,57.18,0.89,2.21,2.38,27,Good,10.35,53.73,0.0047,0.23,7.55,267.39
Western Australia,Newman,2014-01-01,8.8,15.49,3.14,9.88,13.02,3.55,0.24,2.87,34.54,0.99,2.93,1.86,18,Good,0.0,40.91,0.004,1.87,3.66,38.09
South Australia,Adelaide,2014-01-01,17.01,16.64,2.88,5.92,8.79,1.81,0.95,2.28,47.2,0.51,1.17,1.23,72,Satisfactory,20.43,61.3,0.0062,1.52,6.99,171.9
South Australia,Gawler,2014-01-01,4.09,14.0,4.45,8.31,12.75,2.16,0.16,2.38,60.12,0.72,2.19,1.39,32,Good,6.39,69.12,0.0053,1.57,4.15,237.97
South Australia,Mount Gambier,2014-01-01,8.22,15.29,4.08,7.87,11.95,4.5,0.24,2.25,62.77,0.75,2.44,2.23,24,Good,19.76,55.68,0.0029,0.59,5.88,418.95
South Australia,Whyalla,2014-01-01,66.98,185.53,3.29,5.61,8.9,3.51,1.17,7.25,44.48,0.75,2.64,1.28,192,Poor,5.4,76.81,0.0036,1.84,14.54,1094.27
South Australia,Murray Bridge,2014-01-01,6.92,0.56,6.0,10.28,16.28,3.7,0.25,1.84,49.13,0.44,1.44,0.51,22,Good,16.31,79.54,0.0063,1.99,7.84,105.41
South Australia,Port Lincoln,2014-01-01,10.54,11.12,6.29,12.14,18.43,4.19,0.5,2.22,50.49,0.73,2.5,1.77,32,Good,17.79,33.04,0.0097,0.53,3.53,81.97
South Australia,Port Pirie,2014-01-01,5.14,12.57,1.34,2.46,3.8,7.55,0.18,1.99,50.64,0.61,1.74,1.49,25,Good,19.14,52.42,0.0043,1.09,6.58,5.0
South Australia,Port Augusta,2014-01-01,9.72,12.04,4.63,12.96,17.59,2.54,0.31,2.87,42.25,0.81,2.91,1.06,25,Good,8.71,47.67,0.0056,0.62,8.16,173.69
South Australia,Victor Harbor,2014-01-01,4.93,11.11,3.88,10.63,14.51,5.13,0.37,1.51,39.8,0.78,2.73,1.63,19,Good,15.09,50.6,0.0001,1.27,5.61,180.56
Tasmania,Hobart,2014-01-01,7.03,10.05,3.03,6.75,9.78,5.02,0.32,1.78,42.14,0.83,3.18,1.91,46,Good,34.3,70.02,0.004,1.31,6.95,151.46
Tasmania,Launceston,2014-01-01,8.31,12.46,6.0,10.86,16.86,6.08,0.27,1.18,55.09,0.78,1.62,2.09,33,Good,13.28,69.73,0.0045,1.58,6.39,241.1
Tasmania,Devonport,2014-01-01,11.84,11.93,6.03,14.46,20.49,4.47,0.31,2.31,53.14,0.95,2.8,2.86,28,Good,12.93,42.75,0.007,0.58,7.67,236.04
Tasmania,Burnie,2014-01-01,11.97,33.62,3.79,9.54,13.33,1.18,0.23,2.44,51.38,1.14,4.0,1.87,35,Good,18.54,75.97,0.0008,1.27,7.7,140.27
Australian Capital Territory,Canberra,2014-01-01,6.85,21.13,3.37,7.16,10.53,6.12,0.28,2.34,38.0,1.07,2.41,2.54,39,Good,12.88,47.47,0.0051,0.77,7.8,343.71
Northern Territory,Darwin,2014-01-01,5.71,6.58,5.15,9.46,14.61,3.49,0.25,2.31,45.89,0.68,1.86,1.95,41,Good,17.96,81.59,0.0042,1.06,5.81,235.69
Northern Territory,Alice Springs,2014-01-01,4.96,12.91,2.35,6.12,8.47,6.96,0.19,1.4,42.95,0.63,2.31,1.51,42,Good,12.08,87.43,0.0051,1.58,4.23,132.21
Northern Territory,Palmerston,2014-01-01,13.3,15.34,2.72,6.79,9.51,3.1,0.27,1.51,23.95,0.99,2.79,2.19,93,Satisfactory,11.5,80.23,0.0061,0.25,8.59,5.0
New South Wales,Sydney,2014-02-01,5.47,17.22,4.13,11.82,15.95,3.78,0.5,2.64,45.8,0.91,3.59,1.25,25,Good,25.09,41.12,0.0062,1.09,9.94,2731.0
New South Wales,Newcastle,2014-02-01,9.33,22.08,2.96,7.65,10.62,2.81,0.26,5.56,36.68,0.7,1.79,0.9,20,Good,20.66,66.48,0.0061,1.79,17.91,1262.63
New South Wales,Wollongong,2014-02-01,5.13,9.49,5.5,10.0,15.5,2.1,0.43,1.87,60.11,0.59,2.25,0.74,35,Good,16.38,27.5,0.0042,0.76,3.86,306.13
New South Wales,Central Coast,2014-02-01,12.58,16.86,5.79,10.53,16.32,5.67,0.25,1.95,50.85,1.24,3.74,1.58,94,Satisfactory,19.11,37.68,0.0052,1.14,6.52,180.25
New South Wales,Albury,2014-02-01,7.79,16.22,6.07,11.61,17.68,4.35,0.26,2.25,43.52,0.83,2.1,2.28,22,Good,12.1,41.15,0.008,1.71,3.82,261.86
New South Wales,Maitland,2014-02-01,6.67,8.31,5.63,10.51,16.14,3.86,0.2,1.69,52.94,0.45,1.47,1.12,35,Good,27.82,62.64,0.0012,1.09,5.16,158.02
New South Wales,Coffs Harbour,2014-02-01,12.11,15.21,1.85,4.68,6.53,4.6,0.42,1.61,44.02,0.83,3.0,1.88,80,Satisfactory,15.11,64.83,0.0017,0.8,2.03,255.71
New South Wales,Wagga Wagga,2014-02-01,4.57,17.52,2.39,4.42,6.81,4.07,0.12,1.65,57.02,0.71,2.3,2.04,41,Good,11.79,34.52,0.0025,1.08,4.62,194.94
New South Wales,Tamworth,2014-02-01,6.56,7.68,2.98,9.07,12.05,2.72,0.46,2.3,46.45,0.61,1.98,1.18,31,Good,16.4,61.44,0.0043,1.24,8.51,249.57
New South Wales,Port Macquarie,2014-02-01,5.7,14.74,2.61,5.55,8.16,3.54,0.21,2.24,60.68,0.84,2.64,2.02,16,Good,9.11,41.55,0.0051,1.98,6.33,205.63
New South Wales,Orange,2014-02-01,8.73,14.39,4.41,9.09,13.51,3.94,0.14,2.37,51.88,0.87,2.41,1.97,25,Good,11.07,57.17,0.0072,1.58,4.99,169.98
New South Wales,Dubbo,2014-02-01,11.58,26.57,3.73,10.68,14.41,6.64,0.54,1.21,38.11,1.03,3.77,1.24,20,Good,8.03,67.79,0.0037,0.96,3.41,131.95
New South Wales,Bathurst,2014-02-01,26.86,36.14,3.08,6.56,9.64,2.85,0.69,1.88,47.85,0.9,2.5,2.19,61,Satisfactory,18.29,44.86,0.0056,0.59,7.28,176.33
New South Wales,Nowra,2014-02-01,8.67,10.89,5.62,10.26,15.88,1.46,0.26,1.77,36.52,0.79,2.43,0.86,33,Good,11.13,44.19,0.0062,1.27,6.35,283.52
New South Wales,Lismore,2014-02-01,11.03,12.55,6.04,12.14,18.18,3.36,0.54,2.42,42.41,0.77,2.43,2.1,44,Good,7.65,51.25,0.0053,1.39,6.37,276.55
New South Wales,Griffith,2014-02-01,8.77,5.78,5.07,11.3,16.37,7.14,0.16,1.56,29.68,1.2,2.41,1.3,42,Good,16.34,42.88,0.0056,1.23,6.0,259.49
Victoria,Melbourne,2014-02-01,6.62,14.77,5.46,13.2,18.67,2.51,0.27,2.15,36.18,0.54,2.08,0.96,33,Good,24.59,40.26,0.0047,1.39,13.5,3454.89
Victoria,Geelong,2014-02-01,11.16,22.73,3.09,9.15,12.24,5.7,0.24,3.23,38.1,0.66,2.31,1.87,20,Good,9.03,63.06,0.0025,1.72,6.39,297.05
Victoria,Ballarat,2014-02-01,6.45,8.11,5.03,9.32,14.34,5.98,0.33,2.49,44.83,0.46,1.63,0.89,35,Good,18.03,70.32,0.0009,0.95,5.87,362.07
Victoria,Bendigo,2014-02-01,5.29,5.07,4.26,9.69,13.95,3.11,0.12,2.39,58.08,0.78,1.85,1.4,19,Good,18.93,50.0,0.0064,1.57,6.55,329.89
Victoria,Melton,2014-02-01,7.73,15.85,3.53,10.32,13.84,2.03,0.42,1.91,43.43,0.96,3.13,1.91,35,Good,19.59,39.23,0.0043,1.42,4.83,137.81
Victoria,Shepparton,2014-02-01,18.9,42.64,2.91,7.92,10.83,4.99,0.37,2.16,35.86,0.95,3.3,1.49,53,Satisfactory,15.55,46.71,0.0048,1.15,5.09,76.7
Victoria,Wodonga,2014-02-01,16.61,15.7,5.32,11.06,16.38,7.03,0.42,1.81,41.57,1.29,4.09,3.16,70,Satisfactory,21.33,65.59,0.0045,0.79,2.71,96.1
Victoria,Sunbury,2014-02-01,6.27,12.94,6.4,17.24,23.64,5.33,0.29,1.72,50.46,0.73,2.75,1.52,35,Good,23.86,39.83,0.0057,2.0,5.94,311.53
Victoria,Pakenham,2014-02-01,23.85,43.63,4.24,7.59,11.82,2.03,0.82,2.76,40.75,0.61,1.4,0.91,61,Satisfactory,9.47,54.78,0.0017,2.03,5.88,243.45
Victoria,Mildura,2014-02-01,3.92,10.97,2.7,8.23,10.93,5.51,0.3,2.32,47.02,0.4,0.86,1.05,26,Good,17.59,47.07,0.0066,0.87,8.72,195.24
Victoria,Warrnambool,2014-02-01,10.02,17.24,2.76,6.09,8.84,3.4,0.4,1.52,49.63,0.86,2.68,1.71,45,Good,9.64,62.93,0.0077,1.09,6.13,306.16
Victoria,Traralgon,2014-02-01,11.32,25.18,2.09,3.9,5.99,1.93,0.33,6.17,47.65,0.67,2.42,0.99,37,Good,6.18,60.71,0.003,1.21,18.97,984.48
Victoria,Morwell,2014-02-01,4.25,11.73,1.74,5.27,7.01,5.23,0.3,2.38,41.1,0.72,2.41,1.05,47,Good,6.8,38.63,0.0065,1.42,6.91,294.09
Victoria,Sale,2014-02-01,6.47,14.56,5.05,8.58,13.63,3.37,0.4,2.51,28.97,0.98,2.76,2.17,30,Good,13.69,77.14,0.0043,1.31,4.77,143.67
Queensland,Brisbane,2014-02-01,5.96,15.01,5.48,9.2,14.67,4.08,0.32,2.09,47.36,0.78,1.93,1.83,43,Good,26.34,65.25,0.0014,1.71,14.56,3391.97
Queensland,Gold Coast,2014-02-01,7.95,18.37,4.71,10.01,14.72,4.61,0.38,1.54,49.37,0.91,2.58,1.75,38,Good,22.69,78.89,0.0053,0.81,6.4,190.42
Queensland,Sunshine Coast,2014-02-01,3.7,8.18,2.54,6.5,9.04,5.39,0.26,2.49,31.03,0.82,1.94,1.71,15,Good,23.14,75.36,0.004,1.18,6.08,369.07
Queensland,Townsville,2014-02-01,6.25,11.08,4.67,8.72,13.4,6.64,0.2,2.07,37.24,1.03,2.53,1.86,17,Good,16.94,88.42,0.0033,2.1,6.14,134.41
Queensland,Cairns,2014-02-01,6.56,11.97,4.54,7.7,12.24,4.93,0.26,1.58,38.16,0.8,3.04,1.17,19,Good,19.87,71.12,0.006,0.6,8.97,202.75
Queensland,Toowoomba,2014-02-01,35.82,93.54,3.83,10.99,14.82,4.05,0.21,1.78,52.4,0.53,2.02,0.87,141,Moderate,6.1,90.05,0.0083,1.18,6.21,163.45
Queensland,Mackay,2014-02-01,6.15,12.45,3.91,9.02,12.93,4.05,0.33,1.33,27.53,0.6,1.38,0.97,28,Good,10.89,80.81,0.0073,0.25,6.16,190.73
Queensland,Rockhampton,2014-02-01,4.54,6.14,2.07,6.62,8.7,3.0,0.33,2.85,48.04,0.46,0.94,1.08,27,Good,16.91,86.95,0.0075,1.88,5.81,231.49
Queensland,Bundaberg,2014-02-01,7.24,13.32,2.83,9.0,11.83,5.44,0.23,1.42,41.08,0.8,2.17,2.14,39,Good,18.98,80.38,0.0064,1.01,7.48,228.44
Queensland,Hervey Bay,2014-02-01,5.24,17.1,3.44,8.59,12.03,2.62,0.27,1.85,61.65,0.85,2.25,2.49,48,Good,24.01,71.19,0.0055,1.72,6.67,107.63
Queensland,Gladstone,2014-02-01,6.29,26.68,5.06,11.89,16.95,3.58,0.16,4.91,38.25,0.59,1.5,0.78,35,Good,10.6,71.04,0.0066,1.13,12.69,769.18
Queensland,Maryborough,2014-02-01,15.86,41.55,2.75,6.22,8.96,6.19,0.95,1.8,45.47,0.8,2.77,1.25,72,Satisfactory,17.34,80.42,0.0064,0.7,5.11,202.87
Queensland,Mount Isa,2014-02-01,18.3,18.86,3.09,7.0,10.09,1.55,0.14,6.14,60.12,0.86,2.72,0.93,57,Satisfactory,5.15,64.97,0.0027,0.94,9.99,1324.97
Queensland,Emerald,2014-02-01,4.07,11.57,1.98,4.47,6.45,3.71,0.31,1.52,44.7,0.52,1.51,0.6,35,Good,16.88,53.51,0.0026,0.93,3.25,146.68
Western Australia,Perth,2014-02-01,6.05,12.3,5.99,13.16,19.15,2.35,0.18,2.67,33.0,0.7,1.65,0.91,47,Good,25.72,81.73,0.0045,0.31,17.81,2436.17
Western Australia,Mandurah,2014-02-01,7.57,11.61,3.54,11.08,14.62,5.71,0.27,1.77,59.32,0.49,1.62,0.92,29,Good,16.44,28.43,0.0033,1.35,6.83,99.89
Western Australia,Bunbury,2014-02-01,8.56,13.19,3.68,7.86,11.54,3.39,0.22,1.31,66.19,0.82,1.92,1.64,30,Good,8.92,37.95,0.0047,1.76,5.91,76.07
Western Australia,Kalgoorlie,2014-02-01,6.22,8.03,3.52,10.57,14.1,2.21,0.32,2.37,46.78,0.77,2.12,2.09,32,Good,12.58,43.54,0.0021,0.89,5.54,320.35
Western Australia,Geraldton,2014-02-01,12.26,21.01,4.08,7.33,11.41,4.4,0.52,1.83,39.44,0.48,1.29,0.58,58,Satisfactory,15.02,53.57,0.0086,1.2,4.52,284.55
Western Australia,Albany,2014-02-01,7.19,9.54,5.71,10.11,15.82,6.76,0.24,2.68,46.2,0.43,1.59,1.24,16,Good,18.02,48.9,0.0056,2.25,5.43,246.49
Western Australia,Karratha,2014-02-01,10.62,16.03,2.98,9.5,12.49,2.25,0.26,9.54,48.84,0.71,1.67,1.42,45,Good,0.19,33.91,0.0077,1.77,11.8,578.16
Western Australia,Broome,2014-02-01,10.29,14.52,4.5,10.47,14.97,4.47,0.38,2.2,28.77,0.78,2.41,0.89,46,Good,6.25,50.84,0.0083,1.14,6.35,214.81
Western Australia,Port Hedland,2014-02-01,7.8,12.19,3.03,9.73,12.77,2.99,0.16,8.17,49.14,0.58,1.17,0.67,46,Good,7.39,20.0,0.0045,1.23,17.0,841.12
Western Australia,Busselton,2014-02-01,7.61,13.27,2.0,3.82,5.82,3.72,0.27,2.35,37.24,0.85,2.43,2.48,17,Good,14.47,40.82,0.0073,1.49,4.25,313.48
Western Australia,Esperance,2014-02-01,7.25,18.55,5.94,10.93,16.87,3.62,0.33,2.43,68.44,1.04,2.94,2.08,29,Good,2.82,61.44,0.0069,1.43,7.66,223.35
Western Australia,Newman,2014-02-01,9.28,14.32,5.88,12.38,18.26,5.47,0.29,2.08,27.95,0.83,1.78,2.11,37,Good,12.21,57.19,0.0071,0.76,6.48,80.25
South Australia,Adelaide,2014-02-01,7.16,9.71,4.78,10.7,15.47,6.81,0.16,2.42,40.35,1.04,4.16,1.74,17,Good,24.55,59.54,0.0043,0.14,5.72,102.32
South Australia,Gawler,2014-02-01,26.32,35.53,3.66,7.58,11.25,2.55,0.79,1.44,35.89,0.72,2.0,1.31,84,Satisfactory,10.34,52.34,0.002,0.63,3.0,195.41
South Australia,Mount Gambier,2014-02-01,5.05,12.32,3.93,7.03,10.97,5.13,0.3,1.72,25.79,1.19,4.31,1.98,23,Good,9.47,22.33,0.0037,1.29,8.41,184.34
South Australia,Whyalla,2014-02-01,12.33,29.46,3.62,10.66,14.28,3.7,0.16,6.04,36.92,0.6,1.84,0.69,58,Satisfactory,20.59,64.29,0.006,1.67,11.75,748.2
South Australia,Murray Bridge,2014-02-01,9.95,10.42,5.22,10.19,15.41,5.62,0.14,1.86,46.52,1.0,2.28,2.05,18,Good,5.94,40.69,0.0067,1.36,5.66,230.96
South Australia,Port Lincoln,2014-02-01,8.81,22.22,3.13,8.25,11.38,4.26,0.34,3.34,50.9,1.0,3.84,2.72,42,Good,15.87,42.36,0.0063,1.25,6.15,76.78
South Australia,Port Pirie,2014-02-01,5.84,13.88,2.01,3.72,5.74,5.77,0.1,1.82,54.2,0.91,3.37,1.92,20,Good,17.96,71.21,0.0058,0.35,7.81,197.07
South Australia,Port Augusta,2014-02-01,19.59,48.66,3.72,10.71,14.44,4.56,0.56,2.83,46.67,1.23,3.42,2.66,74,Satisfactory,5.8,68.99,0.0067,1.22,4.18,305.83
South Australia,Victor Harbor,2014-02-01,9.25,12.28,3.69,9.9,13.59,3.56,0.3,2.27,38.63,0.76,2.75,0.79,23,Good,13.22,43.66,0.0051,1.36,5.75,130.13
Tasmania,Hobart,2014-02-01,5.48,9.74,4.63,11.12,15.75,2.51,0.25,2.06,57.49,0.58,2.04,1.12,23,Good,20.68,40.8,0.0017,0.85,9.62,108.55
