State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Acre,Cruzeiro do Sul,2015-02-01,9.0,25.31,2.54,10.08,16.68,2.96,0.36,4.42,41.51,0.27,3.11,0.25,38,Good,10.9,85.1,2.002,1.26,89.96,5.0
Acre,Cruzeiro do Sul,2015-03-01,7.88,19.19,4.99,10.43,20.47,6.22,0.6,2.62,28.77,0.45,1.88,0.18,33,Good,8.9,97.3,1.96,2.17,96.77,5.1
Acre,Cruzeiro do Sul,2015-04-01,9.74,22.55,4.8,13.44,18.67,3.37,0.53,2.27,21.0,0.19,2.66,0.66,41,Good,12.5,93.5,1.994,1.91,96.73,5.0
Acre,Cruzeiro do Sul,2015-05-01,15.47,22.33,9.05,8.56,10.87,5.34,0.83,4.72,39.1,0.82,2.16,0.84,58,Moderate,4.3,91.4,1.947,0.73,95.46,5.0
Acre,Cruzeiro do Sul,2015-06-01,9.65,22.89,2.37,13.13,23.62,0.5,0.51,3.87,43.17,0.6,1.36,0.46,40,Good,12.2,91.8,1.842,0.79,94.91,5.1
Acre,Cruzeiro do Sul,2015-07-01,8.08,30.16,11.79,13.6,7.66,5.29,0.75,3.66,30.79,1.24,2.79,0.57,34,Good,7.9,94.0,1.975,1.26,97.17,5.0
Acre,Cruzeiro do Sul,2015-08-01,109.29,200.55,6.75,18.54,20.87,3.55,1.45,4.0,50.71,0.8,4.07,0.86,179,Unhealthy,6.6,60.1,2.067,0.61,97.36,5.1
Acre,Cruzeiro do Sul,2015-09-01,131.38,128.2,8.22,11.36,19.41,3.55,1.43,1.99,57.02,0.24,0.4,0.73,190,Unhealthy,18.4,74.0,2.007,1.18,102.48,5.0
Acre,Cruzeiro do Sul,2015-10-01,101.13,188.53,9.36,9.51,16.44,5.77,0.74,2.27,22.06,0.94,2.13,1.21,175,Unhealthy,10.3,100.0,1.999,1.84,97.15,5.0
Acre,Cruzeiro do Sul,2015-11-01,11.48,31.57,6.03,15.44,23.15,3.45,0.61,2.43,16.36,0.26,2.88,1.02,48,Good,14.8,84.9,2.042,0.99,93.35,5.0
Acre,Cruzeiro do Sul,2015-12-01,12.21,20.13,6.37,7.6,24.28,5.02,0.35,4.91,44.53,0.75,0.74,0.91,51,Moderate,13.1,91.4,2.018,1.17,99.05,5.0
Acre,Cruzeiro do Sul,2016-01-01,10.5,12.04,4.91,8.22,18.49,1.9,0.45,3.6,37.91,0.62,2.4,0.85,44,Good,10.8,100.0,2.131,2.07,97.09,5.1
Acre,Cruzeiro do Sul,2016-02-01,13.9,5.0,4.84,7.44,15.37,5.16,1.06,1.56,33.93,0.6,2.74,0.31,55,Moderate,12.2,83.5,2.006,2.33,93.63,5.1
Acre,Cruzeiro do Sul,2016-03-01,6.41,33.47,6.25,13.41,11.02,3.06,0.25,4.07,20.82,0.17,2.8,0.09,27,Good,8.9,100.0,2.008,1.45,96.77,5.1
Acre,Cruzeiro do Sul,2016-04-01,9.23,21.91,4.14,7.96,9.0,4.92,0.25,2.44,34.73,0.56,2.07,0.14,38,Good,10.8,100.0,1.909,0.78,103.27,5.1
Acre,Cruzeiro do Sul,2016-05-01,3.07,33.8,6.39,6.35,16.08,6.29,0.4,2.36,19.55,0.08,2.63,0.89,13,Good,8.0,93.7,1.942,1.47,98.8,5.1
Acre,Cruzeiro do Sul,2016-06-01,13.84,35.38,5.34,6.5,25.2,5.56,0.69,5.81,45.08,1.18,2.9,0.67,55,Moderate,14.4,99.1,2.018,1.19,89.82,5.1
Acre,Cruzeiro do Sul,2016-07-01,13.76,44.12,7.34,7.28,21.32,5.84,0.8,4.34,38.72,0.95,3.7,0.35,54,Moderate,13.9,68.1,1.966,0.74,93.53,5.1
Acre,Cruzeiro do Sul,2016-08-01,104.35,245.07,10.27,16.42,18.46,5.97,0.91,6.12,49.62,0.83,0.79,0.95,176,Unhealthy,6.1,58.6,2.008,0.38,97.44,5.1
Acre,Cruzeiro do Sul,2016-09-01,109.86,233.4,6.01,18.47,24.55,4.19,0.75,5.64,35.34,1.31,1.28,0.53,179,Unhealthy,12.9,92.6,2.026,0.59,92.93,5.1
Acre,Cruzeiro do Sul,2016-10-01,149.03,255.11,5.69,9.02,5.4,3.51,2.11,2.62,45.42,0.06,3.6,0.51,199,Unhealthy,8.8,93.5,2.052,1.17,92.64,5.1
Acre,Cruzeiro do Sul,2016-11-01,6.32,24.45,3.96,8.22,2.58,2.61,0.35,1.74,22.79,0.89,0.38,0.64,26,Good,10.8,99.8,2.024,1.7,94.52,5.1
Acre,Cruzeiro do Sul,2016-12-01,9.17,29.67,2.24,9.65,15.6,3.44,0.73,5.13,44.48,0.32,2.84,0.24,38,Good,6.9,92.6,1.975,1.41,103.32,5.1
Acre,Cruzeiro do Sul,2017-01-01,9.21,11.79,1.1,9.42,11.34,1.6,0.26,3.68,15.27,0.54,1.41,0.15,38,Good,16.1,96.1,2.153,1.82,97.9,5.1
Acre,Cruzeiro do Sul,2017-02-01,10.04,38.39,3.28,6.75,14.11,3.19,0.79,4.45,28.36,0.79,0.26,0.91,42,Good,14.8,96.4,2.055,1.81,101.19,5.1
Acre,Cruzeiro do Sul,2017-03-01,17.83,23.4,8.88,12.52,10.6,2.17,0.4,2.84,29.36,0.19,2.16,0.64,63,Moderate,9.3,91.3,1.936,1.6,96.07,5.1
Acre,Cruzeiro do Sul,2017-04-01,7.89,29.21,4.24,6.31,10.34,4.56,0.62,2.01,29.45,0.22,1.82,0.33,33,Good,6.3,100.0,1.995,1.7,101.85,5.1
Acre,Cruzeiro do Sul,2017-05-01,7.27,26.12,3.46,5.65,18.55,3.24,0.53,4.3,38.43,0.32,0.69,0.82,30,Good,4.5,91.7,2.025,1.85,93.7,5.1
Acre,Cruzeiro do Sul,2017-06-01,7.01,22.95,5.46,7.98,19.31,4.96,0.05,4.37,27.67,0.22,2.81,0.2,29,Good,11.2,80.6,1.939,2.11,92.45,5.1
Acre,Cruzeiro do Sul,2017-07-01,9.78,22.52,3.75,6.54,21.05,5.01,0.12,0.5,41.79,1.07,0.74,1.2,41,Good,6.2,81.2,2.0,0.78,95.49,5.1
Acre,Cruzeiro do Sul,2017-08-01,80.6,265.49,4.67,18.26,11.86,1.05,7.56,5.32,50.03,1.11,3.41,1.13,164,Unhealthy,11.4,69.8,2.049,1.9,94.11,5.1
Acre,Cruzeiro do Sul,2017-09-01,119.67,551.84,5.8,11.41,9.97,3.18,2.87,2.62,20.87,0.35,3.05,1.2,184,Unhealthy,16.0,72.8,2.041,1.02,99.22,5.1
Acre,Cruzeiro do Sul,2017-10-01,225.8,240.25,8.23,6.17,23.74,4.01,3.31,1.84,25.66,0.79,0.32,0.88,276,Very Unhealthy,15.1,99.5,2.073,1.34,106.24,5.1
Acre,Cruzeiro do Sul,2017-11-01,17.26,32.6,6.89,15.73,20.92,6.18,0.84,6.14,44.38,0.21,0.68,0.82,62,Moderate,13.0,92.9,1.985,1.77,94.12,5.1
Acre,Cruzeiro do Sul,2017-12-01,13.6,14.45,7.08,10.61,17.16,4.92,0.72,2.14,24.78,0.71,1.49,0.3,54,Moderate,11.5,100.0,1.9,1.54,106.41,5.1
Acre,Cruzeiro do Sul,2018-01-01,9.15,25.16,4.08,10.03,19.56,3.81,0.28,3.26,30.55,1.01,0.6,0.91,38,Good,15.5,100.0,1.952,2.6,97.51,5.2
Acre,Cruzeiro do Sul,2018-02-01,16.63,20.51,6.7,15.86,14.42,4.18,0.45,2.06,32.45,0.74,3.17,0.85,61,Moderate,8.6,93.1,1.989,1.42,97.91,5.2
Acre,Cruzeiro do Sul,2018-03-01,7.02,26.92,4.6,10.5,15.61,1.68,0.37,7.09,35.39,0.87,2.26,0.22,29,Good,7.9,88.8,1.986,1.37,93.7,5.1
Acre,Cruzeiro do Sul,2018-04-01,6.2,14.77,6.99,7.36,12.29,4.06,0.14,4.14,38.53,0.69,1.87,0.83,26,Good,8.8,100.0,2.024,1.29,89.52,5.2
Acre,Cruzeiro do Sul,2018-05-01,6.66,29.04,3.56,11.28,15.74,2.39,0.67,3.64,22.02,0.38,2.22,0.69,28,Good,10.8,84.5,1.986,2.81,96.66,5.2
Acre,Cruzeiro do Sul,2018-06-01,6.54,20.36,7.17,9.73,15.59,4.31,0.35,3.16,16.22,0.64,1.07,0.5,27,Good,4.7,97.2,2.024,1.39,93.61,5.2
Acre,Cruzeiro do Sul,2018-07-01,5.12,37.72,9.01,10.22,11.97,4.7,0.3,1.76,29.88,1.13,1.1,0.34,21,Good,15.3,92.5,1.995,1.26,96.44,5.2
Acre,Cruzeiro do Sul,2018-08-01,151.1,429.49,4.34,17.27,12.79,6.66,2.48,2.83,36.61,0.53,3.06,0.46,202,Very Unhealthy,6.4,69.7,1.987,1.2,99.38,5.2
Acre,Cruzeiro do Sul,2018-09-01,137.49,119.4,5.01,13.62,19.7,0.86,2.87,1.01,20.82,0.45,1.98,0.92,193,Unhealthy,11.9,82.9,1.968,0.75,87.39,5.1
Acre,Cruzeiro do Sul,2018-10-01,63.18,140.39,9.41,15.29,10.73,0.5,0.64,1.77,39.49,0.69,3.11,0.15,155,Unhealthy,11.0,82.3,2.005,1.8,94.18,5.2
Acre,Cruzeiro do Sul,2018-11-01,15.31,15.94,4.15,17.05,17.86,2.97,0.96,2.07,45.22,0.44,1.88,1.27,58,Moderate,11.9,94.1,2.025,1.95,96.18,5.1
Acre,Cruzeiro do Sul,2018-12-01,8.93,23.0,9.13,15.01,10.73,4.17,1.01,3.47,29.13,0.72,1.69,0.26,37,Good,14.7,99.7,2.085,1.4,95.1,5.2
Acre,Cruzeiro do Sul,2019-01-01,12.37,28.99,8.3,8.52,18.86,3.73,0.13,6.38,38.56,1.09,3.2,1.07,52,Moderate,13.5,94.8,2.502,1.5,91.93,5.2
Acre,Cruzeiro do Sul,2019-02-01,10.27,36.02,8.1,14.06,21.72,2.34,0.74,3.78,37.89,1.14,0.72,1.24,43,Good,4.4,98.5,3.516,1.75,105.66,5.2
Acre,Cruzeiro do Sul,2019-03-01,8.93,10.01,6.6,13.48,11.75,4.9,0.43,1.12,30.9,1.01,2.37,0.92,37,Good,8.7,96.6,3.292,0.72,107.82,5.2
Acre,Cruzeiro do Sul,2019-04-01,10.2,26.14,4.49,6.79,13.13,5.22,0.82,4.06,35.09,0.91,2.73,0.13,42,Good,10.5,93.8,2.616,0.94,107.27,5.2
Acre,Cruzeiro do Sul,2019-05-01,9.19,19.29,7.05,8.1,10.22,3.16,0.74,3.54,21.25,0.85,2.78,0.73,38,Good,11.6,99.0,3.549,1.1,112.05,5.2
Acre,Cruzeiro do Sul,2019-06-01,6.22,15.84,7.04,13.12,13.68,2.05,0.37,4.25,26.97,0.6,0.76,0.39,26,Good,5.4,86.8,2.867,1.3,101.27,5.2
Acre,Cruzeiro do Sul,2019-07-01,14.61,12.36,6.52,17.69,17.54,2.09,0.49,4.76,31.94,0.74,2.1,0.65,56,Moderate,10.0,72.7,2.61,1.74,100.04,5.2
Acre,Cruzeiro do Sul,2019-08-01,350.32,535.17,8.61,11.44,21.5,5.25,1.62,6.21,27.16,0.78,3.95,0.27,381,Hazardous,10.8,65.1,2.893,1.79,107.41,5.2
Acre,Cruzeiro do Sul,2019-09-01,330.31,781.73,4.28,19.64,16.18,6.55,8.81,3.16,29.11,1.31,3.99,1.39,365,Hazardous,9.7,67.4,2.66,1.41,99.11,5.2
Acre,Cruzeiro do Sul,2019-10-01,187.98,221.64,8.34,18.18,7.93,6.36,1.9,2.6,13.22,0.72,1.94,0.25,238,Very Unhealthy,10.3,73.6,3.228,1.07,110.22,5.2
Acre,Cruzeiro do Sul,2019-11-01,8.35,27.18,6.17,6.74,11.67,5.38,0.91,4.24,39.46,1.03,1.38,0.59,35,Good,14.3,82.0,2.524,1.61,106.32,5.2
Acre,Cruzeiro do Sul,2019-12-01,5.96,19.87,4.24,7.98,19.13,2.1,0.25,4.91,36.19,0.91,1.64,0.19,25,Good,7.1,100.0,2.563,1.78,102.17,5.2
Acre,Cruzeiro do Sul,2020-01-01,6.47,14.16,3.15,8.17,21.46,4.87,0.5,5.62,26.99,1.13,2.08,0.59,27,Good,13.1,99.0,2.641,1.84,93.73,5.2
Acre,Cruzeiro do Sul,2020-02-01,16.04,33.56,3.36,12.77,20.26,4.61,0.59,1.8,31.3,0.19,2.93,0.26,59,Moderate,7.1,88.8,3.578,1.43,104.6,5.2
Acre,Cruzeiro do Sul,2020-03-01,16.94,18.39,5.59,6.06,15.43,0.5,0.45,4.11,17.61,0.97,1.88,1.0,61,Moderate,7.8,97.0,3.281,1.3,101.18,5.2
Acre,Cruzeiro do Sul,2020-04-01,5.75,21.81,1.48,3.33,11.9,1.6,0.37,2.92,13.27,0.09,1.27,0.31,24,Good,8.7,92.3,3.028,1.95,111.45,5.2
Acre,Cruzeiro do Sul,2020-05-01,7.65,12.34,2.49,7.03,7.76,1.91,0.07,2.33,16.73,0.41,1.48,0.24,32,Good,5.2,94.7,3.206,1.38,104.38,5.2
Acre,Cruzeiro do Sul,2020-06-01,4.38,29.75,9.39,14.7,11.65,3.72,0.29,2.65,18.26,0.87,1.76,0.82,18,Good,6.0,98.8,2.829,1.15,109.58,5.2
Acre,Cruzeiro do Sul,2020-07-01,12.41,26.27,6.94,13.01,10.1,2.56,1.18,2.91,26.98,0.18,0.56,0.66,52,Moderate,9.2,86.5,2.592,1.54,99.05,5.3
Acre,Cruzeiro do Sul,2020-08-01,168.59,355.25,4.88,16.59,26.31,1.6,5.62,6.85,35.12,1.19,3.41,0.86,219,Very Unhealthy,8.5,83.6,3.518,1.39,111.1,5.2
Acre,Cruzeiro do Sul,2020-09-01,296.3,306.31,4.42,9.51,26.81,6.56,2.75,7.4,34.82,1.24,4.19,0.49,338,Hazardous,13.2,90.1,3.17,1.65,108.53,5.2
Acre,Cruzeiro do Sul,2020-10-01,127.14,235.85,6.51,5.41,17.75,4.64,3.8,5.75,46.85,0.83,2.57,0.24,188,Unhealthy,13.5,82.7,3.384,0.54,113.95,5.2
Acre,Cruzeiro do Sul,2020-11-01,11.85,34.76,2.68,8.71,9.12,6.23,0.26,4.49,19.42,0.29,2.78,0.32,49,Good,17.4,81.8,3.086,1.97,106.79,5.2
Acre,Cruzeiro do Sul,2020-12-01,7.66,32.83,6.63,6.97,22.4,3.68,0.15,2.77,40.29,0.4,0.99,1.0,32,Good,15.2,100.0,3.304,1.27,103.7,5.3
Acre,Cruzeiro do Sul,2021-01-01,9.57,27.75,8.42,7.39,7.51,6.0,0.14,3.95,22.28,0.15,1.32,0.54,40,Good,15.5,97.7,3.394,1.56,102.43,5.3
Acre,Cruzeiro do Sul,2021-02-01,6.32,21.48,2.14,9.11,4.36,2.42,0.13,1.97,17.11,1.09,1.08,0.87,26,Good,16.7,100.0,2.404,1.2,97.02,5.3
Acre,Cruzeiro do Sul,2021-03-01,9.44,13.31,5.79,13.73,11.7,2.51,0.95,5.81,38.95,0.37,1.31,0.78,39,Good,11.7,96.2,2.557,2.17,106.33,5.3
Acre,Cruzeiro do Sul,2021-04-01,4.91,33.0,9.32,11.43,17.91,2.72,0.51,3.56,32.58,0.62,2.08,0.47,20,Good,10.4,100.0,2.433,1.46,101.85,5.3
Acre,Cruzeiro do Sul,2021-05-01,12.72,30.68,3.32,14.58,10.69,3.0,0.25,2.32,42.17,0.35,0.81,0.57,52,Moderate,10.3,100.0,2.354,1.66,97.02,5.3
Acre,Cruzeiro do Sul,2021-06-01,19.61,33.75,3.23,15.27,4.1,3.69,0.22,2.05,24.52,0.36,1.9,0.12,67,Moderate,9.2,81.5,3.226,1.84,105.32,5.3
Acre,Cruzeiro do Sul,2021-07-01,13.59,25.54,7.32,11.14,16.4,7.28,0.4,4.37,36.4,0.51,1.5,0.86,54,Moderate,9.5,70.2,3.133,2.35,108.63,5.3
Acre,Cruzeiro do Sul,2021-08-01,123.79,261.97,5.32,16.44,11.34,5.98,7.53,5.53,40.81,0.33,2.29,0.96,186,Unhealthy,9.2,87.1,3.003,2.19,104.55,5.3
Acre,Cruzeiro do Sul,2021-09-01,225.48,230.22,6.29,7.99,13.7,2.71,4.11,1.94,28.15,0.78,3.51,0.58,275,Very Unhealthy,15.2,83.9,2.859,2.09,103.23,5.3
Acre,Cruzeiro do Sul,2021-10-01,62.78,203.0,4.54,9.76,22.71,3.19,1.53,6.59,23.68,0.11,2.18,0.64,155,Unhealthy,12.8,87.4,3.679,1.14,109.81,5.3
Acre,Cruzeiro do Sul,2021-11-01,13.22,33.55,10.13,11.07,15.27,5.34,0.16,4.19,33.88,0.55,1.82,0.98,53,Moderate,11.7,97.5,2.916,1.46,104.45,5.3
Acre,Cruzeiro do Sul,2021-12-01,7.95,30.12,8.8,13.18,21.55,1.87,0.55,2.48,28.61,0.55,1.63,0.59,33,Good,8.2,86.4,2.674,1.2,102.0,5.3
Acre,Cruzeiro do Sul,2022-01-01,14.76,19.61,5.88,13.35,7.84,0.5,0.46,5.84,44.9,0.74,0.89,0.7,57,Moderate,9.2,93.8,2.946,1.62,103.58,5.3
Acre,Cruzeiro do Sul,2022-02-01,13.64,10.27,3.09,11.36,15.44,4.25,0.62,5.27,29.94,0.21,0.5,0.8,54,Moderate,12.9,99.0,3.139,1.77,106.79,5.3
Acre,Cruzeiro do Sul,2022-03-01,6.47,31.86,7.11,7.37,13.19,4.66,0.48,3.36,33.05,0.92,1.59,0.72,27,Good,14.9,95.2,3.226,1.56,103.04,5.3
Acre,Cruzeiro do Sul,2022-04-01,14.94,14.81,7.14,7.54,6.61,1.83,0.68,0.5,23.93,0.9,1.74,0.8,57,Moderate,12.1,100.0,3.454,1.14,113.66,5.3
Acre,Cruzeiro do Sul,2022-05-01,7.88,31.22,8.54,16.52,5.0,4.25,0.63,5.49,24.23,0.96,2.66,0.42,33,Good,9.6,93.7,2.534,1.8,104.3,5.3
Acre,Cruzeiro do Sul,2022-06-01,7.54,27.21,5.97,15.65,18.02,3.24,0.17,3.56,27.27,0.38,1.34,1.06,31,Good,12.3,94.9,3.253,2.83,102.91,5.3
Acre,Cruzeiro do Sul,2022-07-01,12.92,29.23,5.65,7.14,20.43,5.24,1.03,5.37,48.79,0.38,2.49,0.73,53,Moderate,11.1,68.2,3.098,1.55,106.1,5.3
Acre,Cruzeiro do Sul,2022-08-01,86.53,256.07,4.81,8.33,10.27,2.44,10.13,3.66,39.93,0.58,3.21,0.57,167,Unhealthy,14.9,60.4,2.688,1.23,108.08,5.3
Acre,Cruzeiro do Sul,2022-09-01,304.01,381.24,7.62,8.78,26.32,5.6,1.1,4.44,38.46,0.99,1.49,0.63,344,Hazardous,12.7,82.7,3.145,1.56,108.67,5.3
Acre,Cruzeiro do Sul,2022-10-01,220.89,294.24,4.39,10.53,25.97,4.16,3.23,3.63,41.76,0.47,1.74,0.38,271,Very Unhealthy,16.8,79.7,2.879,1.81,104.15,5.3
Acre,Cruzeiro do Sul,2022-11-01,10.99,14.16,4.54,15.99,22.49,4.02,0.96,6.37,33.31,0.8,0.45,0.05,46,Good,14.8,92.4,2.988,2.26,95.76,5.3
Acre,Cruzeiro do Sul,2022-12-01,11.11,33.72,7.78,7.68,12.95,1.52,0.75,3.48,38.94,0.87,1.6,1.13,46,Good,14.1,97.2,2.879,1.53,99.2,5.3
Acre,Cruzeiro do Sul,2023-01-01,10.16,19.51,1.71,9.55,7.8,4.32,0.48,2.58,21.08,0.53,2.03,0.2,42,Good,10.0,84.6,1.125,1.54,87.42,5.4
Acre,Cruzeiro do Sul,2023-02-01,8.08,33.32,3.58,7.3,16.42,4.94,0.71,2.66,29.25,0.71,2.23,0.67,34,Good,7.8,99.0,1.418,1.82,83.85,5.4
Acre,Cruzeiro do Sul,2023-03-01,18.33,19.2,2.4,11.9,9.17,2.67,0.15,1.63,40.72,0.19,3.13,0.61,64,Moderate,4.2,95.4,1.159,1.86,91.26,5.4
Acre,Cruzeiro do Sul,2023-04-01,16.06,32.18,4.97,13.77,9.78,2.22,0.35,1.92,14.12,0.44,1.56,0.78,59,Moderate,10.5,100.0,1.19,1.68,89.03,5.4
Acre,Cruzeiro do Sul,2023-05-01,11.58,28.61,2.34,15.42,19.25,2.98,0.08,2.29,35.03,0.55,0.5,1.1,48,Good,6.9,89.8,1.393,1.59,95.54,5.4
Acre,Cruzeiro do Sul,2023-06-01,12.54,36.26,2.64,8.61,10.78,0.52,0.7,4.21,35.93,0.67,1.14,0.85,52,Moderate,11.0,89.8,1.294,1.52,95.21,5.4
Acre,Cruzeiro do Sul,2023-07-01,8.86,26.98,4.39,6.02,5.0,2.97,0.54,7.97,25.25,1.24,2.38,0.77,37,Good,10.2,65.5,1.166,0.93,90.37,5.3
Acre,Cruzeiro do Sul,2023-08-01,162.04,353.83,5.56,8.47,11.73,1.38,2.93,2.73,38.27,0.58,2.03,0.34,212,Very Unhealthy,10.1,81.7,1.437,1.66,94.41,5.4
Acre,Cruzeiro do Sul,2023-09-01,149.76,372.26,1.82,10.81,23.8,1.38,4.93,5.45,38.7,1.27,3.67,1.13,200,Unhealthy,12.6,86.5,1.391,1.76,94.01,5.3
Acre,Cruzeiro do Sul,2023-10-01,101.47,175.39,7.39,14.11,21.32,3.54,2.39,4.54,25.0,0.58,1.82,1.13,175,Unhealthy,17.9,96.1,1.558,1.66,96.85,5.4
Acre,Cruzeiro do Sul,2023-11-01,6.24,11.53,5.3,14.77,9.4,2.28,0.82,2.43,34.71,0.98,1.93,0.6,26,Good,12.7,79.1,1.464,1.64,88.65,5.4
Acre,Cruzeiro do Sul,2023-12-01,16.66,25.76,7.66,7.28,16.18,1.81,0.74,0.7,32.57,0.69,1.29,0.85,61,Moderate,12.5,99.3,1.389,1.29,90.51,5.4
Acre,Cruzeiro do Sul,2024-01-01,11.35,13.33,2.2,5.36,13.49,3.71,0.42,3.9,25.89,0.7,2.69,0.34,47,Good,7.3,100.0,1.462,2.24,88.48,5.4
Acre,Cruzeiro do Sul,2024-02-01,6.02,33.66,2.01,16.47,21.55,2.07,0.63,2.16,25.84,0.22,2.31,1.12,25,Good,9.6,100.0,1.226,1.73,85.49,5.4
Acre,Cruzeiro do Sul,2024-03-01,15.89,15.24,6.95,11.56,12.81,3.52,0.38,4.46,19.35,1.04,2.99,0.99,59,Moderate,5.3,90.6,1.436,1.66,89.5,5.4
Acre,Cruzeiro do Sul,2024-04-01,11.54,13.47,5.88,11.92,17.98,2.56,0.41,1.19,32.79,0.76,1.61,0.52,48,Good,6.0,100.0,1.184,1.41,89.36,5.4
Acre,Cruzeiro do Sul,2024-05-01,7.1,10.6,2.61,8.66,11.85,4.27,0.25,3.65,24.28,0.1,0.57,0.8,30,Good,2.6,93.7,1.074,1.02,90.17,5.4
Acre,Cruzeiro do Sul,2024-06-01,10.59,25.04,10.29,6.23,21.12,3.68,0.17,2.28,34.91,0.17,2.98,0.46,44,Good,10.4,86.8,1.281,1.31,89.26,5.4
Acre,Cruzeiro do Sul,2024-07-01,12.39,45.24,3.89,13.68,22.03,5.22,0.43,5.2,21.41,0.76,1.01,0.7,52,Moderate,8.4,76.7,1.145,1.63,87.13,5.4
Acre,Cruzeiro do Sul,2024-08-01,42.49,193.51,9.01,14.47,10.72,1.51,3.69,3.5,25.65,0.21,2.19,1.24,118,Unhealthy for Sensitive Groups,5.4,78.6,1.579,1.02,88.18,5.4
Acre,Cruzeiro do Sul,2024-09-01,87.65,152.49,10.48,14.33,26.36,5.38,2.25,5.16,56.54,0.89,3.38,1.28,168,Unhealthy,17.1,68.2,1.541,1.77,88.8,5.4
Acre,Cruzeiro do Sul,2024-10-01,50.93,221.49,6.76,7.5,17.28,5.22,1.51,2.31,21.03,1.03,3.77,0.31,139,Unhealthy for Sensitive Groups,14.4,80.4,1.196,1.79,89.71,5.4
Acre,Cruzeiro do Sul,2024-11-01,8.44,14.66,5.44,15.27,19.66,5.91,0.54,2.0,28.25,0.39,2.07,0.57,35,Good,7.1,95.8,1.235,0.78,81.3,5.4
Acre,Cruzeiro do Sul,2024-12-01,15.24,27.01,2.73,15.29,19.1,0.5,0.15,4.7,47.42,0.8,1.6,0.48,58,Moderate,11.4,100.0,1.088,1.23,85.72,5.4
Acre,Cruzeiro do Sul,2025-01-01,7.99,17.93,1.82,9.68,20.9,3.21,0.67,1.52,23.46,0.72,2.98,0.42,33,Good,12.9,95.4,1.544,1.06,92.79,5.4
