State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Busan-Ulsan-Gyeongnam,Jinju,2014-01-01,23.63,61.5,33.63,56.24,89.87,5.11,0.71,5.06,39.55,0.93,2.68,1.63,68,Satisfactory,10.71,47.01,0.0013,2.26,8.27,989.57
Busan-Ulsan-Gyeongnam,Yangsan,2014-01-01,36.86,55.51,20.37,44.24,64.61,6.02,0.65,2.54,42.82,1.05,3.41,1.57,131,Moderate,7.38,38.32,0.0011,0.92,6.99,1144.97
Busan-Ulsan-Gyeongnam,Geoje,2014-01-01,35.11,21.05,5.38,9.17,14.55,6.67,0.8,3.27,27.32,1.44,5.33,1.75,89,Satisfactory,6.81,41.1,0.0008,0.52,10.37,597.61
Busan-Ulsan-Gyeongnam,Tongyeong,2014-01-01,28.31,65.74,12.08,36.26,48.34,6.69,0.67,4.28,21.24,1.18,4.06,2.71,89,Satisfactory,9.33,42.25,0.0005,1.37,10.43,664.13
Busan-Ulsan-Gyeongnam,Sacheon,2014-01-01,19.13,63.95,16.95,30.97,47.92,3.88,0.91,2.81,26.03,1.59,6.37,3.12,69,Satisfactory,7.76,66.57,0.0006,1.61,16.88,278.66
Busan-Ulsan-Gyeongnam,Miryang,2014-01-01,37.04,61.96,19.06,46.44,65.5,5.31,0.72,4.75,21.83,1.21,2.94,2.88,112,Moderate,6.47,37.45,0.0012,1.0,10.1,335.15
Busan-Ulsan-Gyeongnam,Goseong,2014-01-01,31.37,49.69,18.45,51.82,70.27,8.27,0.75,4.61,28.51,0.91,3.0,1.99,81,Satisfactory,10.47,40.79,0.0013,0.55,15.0,1011.35
Busan-Ulsan-Gyeongnam,Haman,2014-01-01,28.82,40.86,24.1,50.75,74.85,6.48,0.67,4.31,27.42,0.15,0.58,0.38,91,Satisfactory,10.44,31.3,0.0,1.2,18.05,485.86
Daegu-Gyeongbuk,Daegu,2014-01-01,46.8,38.8,24.43,41.58,66.0,3.41,1.17,3.47,31.41,1.7,6.81,3.24,136,Moderate,7.74,30.06,0.0006,1.78,22.28,17138.49
Daegu-Gyeongbuk,Pohang,2014-01-01,34.52,49.02,12.38,32.48,44.86,4.26,0.9,9.53,32.29,0.52,1.55,1.14,75,Satisfactory,11.6,39.09,0.0025,1.97,29.83,1930.87
Daegu-Gyeongbuk,Gumi,2014-01-01,46.95,75.56,24.79,61.61,86.4,3.82,0.63,12.26,19.09,1.06,3.33,2.77,145,Moderate,7.55,50.32,0.0004,2.09,34.51,2754.38
Daegu-Gyeongbuk,Gyeongju,2014-01-01,22.27,72.06,17.42,34.59,52.01,6.8,0.77,3.06,34.07,1.33,4.86,2.25,95,Satisfactory,2.61,50.57,0.0003,0.89,13.23,566.5
Daegu-Gyeongbuk,Gyeongsan,2014-01-01,23.21,54.84,13.12,39.08,52.2,6.07,0.69,6.2,38.48,1.16,2.55,2.97,96,Satisfactory,5.47,41.45,0.0009,1.76,18.65,833.24
Daegu-Gyeongbuk,Andong,2014-01-01,35.17,77.84,14.77,46.34,61.11,4.44,0.66,3.59,34.19,2.21,4.67,3.01,83,Satisfactory,9.09,20.18,0.0008,1.72,10.77,643.3
Daegu-Gyeongbuk,Gimcheon,2014-01-01,58.35,62.33,26.2,55.7,81.9,5.11,0.81,4.17,34.72,1.06,3.39,1.68,170,Poor,8.53,45.92,0.0011,1.23,10.9,554.33
Daegu-Gyeongbuk,Chilgok,2014-01-01,16.77,40.54,18.51,38.78,57.29,8.01,0.97,5.7,27.68,1.17,2.41,3.28,97,Satisfactory,7.09,58.76,0.0005,0.48,15.84,1376.9
Daegu-Gyeongbuk,Yeongcheon,2014-01-01,37.19,65.08,13.07,42.32,55.39,6.92,0.85,4.42,28.05,1.44,4.99,2.61,148,Moderate,9.23,52.63,0.0008,1.02,14.09,1143.44
Daegu-Gyeongbuk,Sangju,2014-01-01,28.44,77.89,17.24,34.13,51.37,5.61,0.61,5.39,25.42,1.26,3.46,2.61,87,Satisfactory,7.62,44.01,0.0007,0.56,10.83,718.63
Daegu-Gyeongbuk,Yeongju,2014-01-01,38.39,55.23,19.53,41.64,61.17,3.47,0.77,6.3,36.27,1.02,3.92,2.46,119,Moderate,8.54,37.9,0.0014,2.05,15.35,1104.68
Daegu-Gyeongbuk,Mungyeong,2014-01-01,38.05,79.18,19.2,58.85,78.04,4.55,0.8,4.79,22.73,1.2,2.58,3.14,117,Moderate,2.69,41.97,0.0005,1.8,13.92,853.55
Gwangju-Jeonnam,Gwangju,2014-01-01,51.04,67.51,15.44,34.39,49.83,4.21,1.32,6.01,21.09,1.28,3.52,2.89,113,Moderate,5.52,62.77,0.001,0.79,10.33,15377.23
Gwangju-Jeonnam,Yeosu,2014-01-01,55.7,79.56,22.56,43.27,65.82,5.87,0.61,7.17,19.12,1.56,4.96,4.68,168,Poor,12.19,46.94,0.0005,1.88,31.0,3495.52
Gwangju-Jeonnam,Suncheon,2014-01-01,22.39,70.44,19.95,55.23,75.19,4.42,0.56,3.83,32.87,0.35,1.17,0.66,79,Satisfactory,4.4,51.88,0.0015,1.77,12.11,435.79
Gwangju-Jeonnam,Mokpo,2014-01-01,20.7,49.83,18.21,31.81,50.02,5.7,0.64,2.26,23.39,1.2,4.25,2.57,77,Satisfactory,9.79,60.09,0.0003,0.67,15.21,831.89
Gwangju-Jeonnam,Gwangyang,2014-01-01,25.1,65.28,22.51,42.91,65.42,4.82,0.85,22.42,31.53,0.6,2.22,1.72,72,Satisfactory,10.16,42.73,0.0011,1.2,43.8,3658.96
Gwangju-Jeonnam,Naju,2014-01-01,21.71,42.88,35.39,64.1,99.49,5.75,0.54,3.23,30.36,1.64,5.94,3.68,88,Satisfactory,7.23,20.92,0.0006,1.18,9.6,1060.29
Gwangju-Jeonnam,Muan,2014-01-01,26.06,42.91,24.83,42.47,67.3,6.83,0.51,5.54,32.6,1.21,2.47,1.88,86,Satisfactory,7.65,48.08,0.0016,1.71,13.56,747.96
Gwangju-Jeonnam,Hwasun,2014-01-01,20.49,34.17,7.76,23.58,31.34,4.52,0.67,2.13,18.18,0.94,3.59,2.74,73,Satisfactory,6.87,55.46,0.0005,1.12,12.56,879.55
Gwangju-Jeonnam,Haenam,2014-01-01,38.63,49.52,23.15,40.1,63.25,6.57,0.67,7.36,31.11,1.33,4.98,2.63,107,Moderate,4.84,41.52,0.0012,2.16,9.78,453.6
Daejeon-Chungnam,Daejeon,2014-01-01,29.92,76.49,37.36,74.96,112.32,4.54,1.3,5.33,29.1,0.88,2.56,1.14,61,Satisfactory,11.23,44.23,0.001,1.64,22.24,16555.17
Daejeon-Chungnam,Cheonan,2014-01-01,35.55,24.57,22.95,44.55,67.49,7.51,0.62,2.0,36.31,1.44,3.76,2.63,140,Moderate,10.97,31.91,0.0011,1.86,15.69,730.63
Daejeon-Chungnam,Asan,2014-01-01,36.5,51.41,21.72,44.55,66.27,6.17,0.95,3.31,43.65,0.99,3.41,2.35,142,Moderate,10.77,43.74,0.0005,1.21,11.78,1068.22
Daejeon-Chungnam,Seosan,2014-01-01,30.05,95.95,30.03,54.44,84.48,2.85,0.66,15.06,22.51,0.97,3.3,1.69,81,Satisfactory,13.06,45.1,0.0022,0.8,35.95,2640.19
Daejeon-Chungnam,Dangjin,2014-01-01,70.17,40.21,17.4,45.29,62.7,3.17,0.55,17.53,21.49,1.57,5.5,4.64,183,Poor,9.21,53.96,0.0007,1.13,37.39,4699.62
Daejeon-Chungnam,Gongju,2014-01-01,44.08,61.25,23.97,41.95,65.91,7.68,0.5,3.98,27.19,1.31,5.06,3.02,103,Moderate,10.37,46.51,0.0011,0.97,10.09,925.07
Daejeon-Chungnam,Nonsan,2014-01-01,28.93,24.98,14.63,39.86,54.5,5.33,0.82,1.68,28.29,0.81,1.98,2.09,85,Satisfactory,8.93,62.25,0.0009,1.34,15.93,377.98
Daejeon-Chungnam,Boryeong,2014-01-01,38.63,52.83,10.86,33.44,44.3,8.86,0.65,4.24,23.37,0.77,2.01,1.25,121,Moderate,8.96,46.64,0.0004,1.62,11.97,931.26
Daejeon-Chungnam,Hongseong,2014-01-01,36.51,43.55,25.96,46.34,72.3,8.87,0.62,5.21,48.88,1.53,5.41,4.35,129,Moderate,6.91,56.44,0.0007,1.49,11.69,390.39
Chungbuk,Cheongju,2014-01-01,61.41,73.31,10.0,24.46,34.46,7.75,0.98,4.97,20.17,1.49,4.08,3.33,175,Poor,7.65,50.74,0.0008,2.57,10.51,805.42
Chungbuk,Chungju,2014-01-01,30.67,56.94,4.24,13.33,17.57,5.04,0.72,2.28,25.55,1.81,6.55,2.73,65,Satisfactory,10.52,35.14,0.0012,2.05,13.68,701.43
Chungbuk,Jecheon,2014-01-01,35.53,55.36,17.48,44.48,61.97,6.23,0.84,5.74,27.93,0.8,2.66,2.1,126,Moderate,4.5,40.5,0.0016,1.44,12.95,791.77
Chungbuk,Jincheon,2014-01-01,23.59,56.46,13.69,36.19,49.88,7.4,0.58,3.4,27.07,1.2,4.1,1.8,78,Satisfactory,5.9,42.74,0.0005,1.34,12.25,945.75
Chungbuk,Eumseong,2014-01-01,43.35,51.82,18.33,41.14,59.47,5.27,0.62,4.59,37.42,1.57,3.55,3.97,101,Moderate,11.05,54.57,0.001,1.08,10.57,1506.62
Jeonbuk,Jeonju,2014-01-01,37.28,32.3,27.73,50.58,78.31,4.0,0.92,7.47,15.7,2.05,4.29,4.63,103,Moderate,8.12,52.55,0.0009,1.27,8.69,624.83
Jeonbuk,Iksan,2014-01-01,34.56,68.07,17.41,35.18,52.59,5.69,0.58,2.7,16.14,1.61,4.04,2.41,59,Satisfactory,6.85,41.34,0.0021,1.47,8.08,666.48
Jeonbuk,Gunsan,2014-01-01,28.4,22.72,19.42,36.14,55.56,6.77,0.56,5.06,23.79,1.13,2.3,2.52,60,Satisfactory,16.59,43.76,0.0003,1.49,12.09,783.8
Jeonbuk,Jeongeup,2014-01-01,52.5,18.08,26.7,45.58,72.28,6.08,0.59,2.68,20.7,1.0,2.0,1.71,108,Moderate,9.93,50.78,0.0021,2.43,10.98,694.63
Jeonbuk,Namwon,2014-01-01,35.84,44.76,10.66,33.0,43.66,4.35,0.62,3.75,34.2,0.95,3.46,1.37,142,Moderate,7.89,41.06,0.0019,0.88,12.76,347.11
Jeonbuk,Gimje,2014-01-01,22.9,25.28,24.35,48.25,72.6,5.32,0.71,5.12,18.87,0.93,2.61,1.48,59,Satisfactory,8.59,36.93,0.0011,1.58,8.97,858.57
Jeonbuk,Wanju,2014-01-01,17.89,46.02,13.77,25.28,39.05,7.09,0.51,4.66,44.46,1.56,4.59,4.67,91,Satisfactory,6.19,38.76,0.0003,1.73,10.6,919.44
Gangwon,Chuncheon,2014-01-01,17.66,68.63,25.33,53.3,78.63,6.32,0.85,3.94,37.05,1.94,4.85,3.27,93,Satisfactory,9.04,35.41,0.0007,1.16,13.59,867.81
Gangwon,Wonju,2014-01-01,30.61,35.86,29.72,72.37,102.09,6.18,0.62,1.92,28.66,1.17,3.99,1.7,54,Satisfactory,4.32,40.77,0.0014,1.35,7.22,424.2
Gangwon,Gangneung,2014-01-01,16.26,77.1,35.15,61.77,96.92,5.54,0.97,1.78,32.1,1.31,3.81,3.79,92,Satisfactory,8.31,44.35,0.0015,1.56,10.9,672.66
Gangwon,Donghae,2014-01-01,27.9,48.55,19.89,41.11,61.0,1.8,0.67,4.05,29.28,0.99,3.22,2.18,81,Satisfactory,14.59,34.52,0.0016,1.74,7.04,771.99
Gangwon,Sokcho,2014-01-01,17.02,32.79,12.31,34.22,46.53,8.26,0.62,4.23,29.55,1.14,2.99,3.06,67,Satisfactory,17.45,35.83,0.0006,1.82,13.24,834.0
Gangwon,Samcheok,2014-01-01,41.34,69.87,19.59,51.98,71.57,2.08,0.84,3.27,13.85,1.01,3.85,1.02,145,Moderate,5.3,43.61,0.0007,1.06,9.09,278.07
Gangwon,Taebaek,2014-01-01,30.39,63.54,27.57,48.23,75.8,6.58,0.74,6.0,27.54,0.77,2.91,2.22,54,Satisfactory,7.99,37.43,0.0007,1.29,15.6,392.68
Gangwon,Hongcheon,2014-01-01,40.87,51.22,14.66,38.69,53.35,8.22,0.74,6.61,35.49,1.22,3.24,3.27,117,Moderate,7.51,42.53,0.0016,1.51,7.88,733.64
Jeju,Jeju City,2014-01-01,28.89,49.8,11.14,31.95,43.08,8.69,0.71,2.32,29.98,0.77,2.4,1.37,95,Satisfactory,15.54,39.02,0.0013,1.43,10.4,1178.92
Jeju,Seogwipo,2014-01-01,25.47,37.95,6.3,18.72,25.02,4.22,0.64,4.58,10.52,1.6,4.0,1.79,64,Satisfactory,11.18,43.97,0.0012,1.49,11.27,613.32
Seoul Capital Area,Seoul,2014-02-01,25.04,71.18,32.83,59.39,92.22,2.64,0.73,4.62,30.86,1.75,4.01,4.45,87,Satisfactory,11.39,56.01,0.0001,2.27,17.56,15160.87
Seoul Capital Area,Incheon,2014-02-01,34.97,66.28,17.46,50.81,68.28,4.45,1.03,5.48,18.61,1.82,6.64,4.33,93,Satisfactory,17.42,48.87,0.0005,1.74,20.29,14015.48
Seoul Capital Area,Suwon,2014-02-01,19.84,47.81,39.69,79.38,119.07,4.22,1.24,2.05,38.48,0.82,2.42,2.21,82,Satisfactory,10.7,38.19,0.0017,1.22,27.59,16530.15
Seoul Capital Area,Seongnam,2014-02-01,39.23,31.57,27.59,49.49,77.08,7.77,0.71,0.0,32.75,0.31,1.15,0.45,124,Moderate,9.28,34.96,0.0009,1.87,11.98,494.56
Seoul Capital Area,Goyang,2014-02-01,34.57,47.15,8.22,21.7,29.92,5.45,0.59,5.75,37.08,0.99,3.19,2.75,74,Satisfactory,7.74,46.86,0.0013,1.37,10.61,912.8
Seoul Capital Area,Yongin,2014-02-01,36.22,64.02,4.74,11.01,15.75,8.0,0.9,4.38,26.85,1.37,4.18,3.67,144,Moderate,4.91,47.23,0.0013,1.81,13.25,779.04
Seoul Capital Area,Bucheon,2014-02-01,22.9,76.63,16.27,32.57,48.83,5.88,0.63,5.78,29.69,2.23,4.51,5.76,82,Satisfactory,8.7,32.74,0.0012,1.26,16.16,572.76
Seoul Capital Area,Ansan,2014-02-01,27.25,30.18,18.23,56.02,74.25,5.4,0.72,4.86,29.77,1.32,3.3,2.02,97,Satisfactory,9.64,41.0,0.0017,1.33,14.42,620.97
Seoul Capital Area,Namyangju,2014-02-01,10.96,47.86,10.98,32.65,43.63,5.72,0.64,3.62,22.07,1.81,5.0,4.9,36,Good,8.87,54.52,0.0012,1.4,11.14,935.31
Seoul Capital Area,Hwaseong,2014-02-01,26.8,30.81,22.68,38.23,60.91,8.16,0.67,4.06,27.39,0.67,1.79,1.46,80,Satisfactory,5.87,33.15,0.0009,1.62,13.29,1022.68
Seoul Capital Area,Anyang,2014-02-01,24.95,38.16,10.42,24.14,34.56,8.41,0.79,3.26,9.45,0.8,2.13,1.24,80,Satisfactory,10.4,43.56,0.002,1.9,9.56,559.21
Seoul Capital Area,Pyeongtaek,2014-02-01,31.74,78.63,10.68,25.34,36.03,6.04,0.83,1.92,41.42,1.55,5.06,3.42,80,Satisfactory,4.37,68.3,0.001,1.21,20.63,924.55
Seoul Capital Area,Uijeongbu,2014-02-01,25.75,46.9,26.42,44.32,70.74,5.77,0.46,3.74,40.13,1.16,4.37,1.93,93,Satisfactory,4.73,46.27,0.0008,2.16,10.63,305.56
Seoul Capital Area,Siheung,2014-02-01,20.39,64.22,16.17,28.02,44.2,4.73,0.74,3.52,25.09,1.09,4.24,2.91,85,Satisfactory,7.89,57.07,0.0011,1.58,14.77,578.53
Seoul Capital Area,Paju,2014-02-01,22.93,59.6,11.91,32.37,44.28,6.98,0.7,5.51,23.12,0.96,3.23,2.7,52,Satisfactory,12.43,36.2,0.0008,1.82,13.76,839.96
Seoul Capital Area,Gimpo,2014-02-01,22.93,57.77,23.01,40.15,63.16,6.13,0.86,1.29,32.54,1.19,3.39,1.78,97,Satisfactory,5.47,46.5,0.0011,1.52,9.13,652.07
Seoul Capital Area,Gwangmyeong,2014-02-01,53.44,76.71,18.96,35.97,54.93,9.24,0.64,6.12,29.88,1.64,5.28,2.28,104,Moderate,9.25,45.35,0.001,0.98,11.72,508.3
Seoul Capital Area,Gwangju,2014-02-01,39.02,62.34,21.73,54.1,75.84,2.72,1.09,2.34,11.82,0.67,2.33,1.45,136,Moderate,10.49,27.23,0.0001,1.73,15.58,17267.65
Seoul Capital Area,Gunpo,2014-02-01,26.52,55.59,15.0,37.05,52.05,7.21,0.93,0.67,32.92,1.49,3.64,1.87,55,Satisfactory,9.18,61.42,0.0009,1.96,13.23,874.69
Seoul Capital Area,Osan,2014-02-01,31.44,55.92,9.92,32.21,42.13,5.13,0.84,5.02,34.65,1.25,3.76,3.01,78,Satisfactory,7.56,47.11,0.0021,1.42,9.07,176.89
Seoul Capital Area,Icheon,2014-02-01,22.65,35.37,17.0,45.22,62.23,6.74,0.51,3.62,30.52,1.36,5.24,1.94,70,Satisfactory,7.89,43.14,0.002,1.4,9.08,1066.45
Seoul Capital Area,Yangju,2014-02-01,41.59,47.56,25.59,60.29,85.88,7.47,0.48,3.22,32.9,1.03,2.33,1.19,111,Moderate,8.83,50.69,0.0007,1.22,8.03,1150.16
Seoul Capital Area,Guri,2014-02-01,33.81,46.18,24.46,45.78,70.23,5.97,0.86,1.48,29.44,0.79,2.67,2.23,78,Satisfactory,4.77,43.97,0.0001,1.33,13.64,1109.27
Seoul Capital Area,Hanam,2014-02-01,32.68,41.26,9.3,18.66,27.96,8.35,0.6,3.92,19.95,1.24,3.03,1.39,83,Satisfactory,6.31,47.76,0.0011,1.31,16.72,1055.68
Busan-Ulsan-Gyeongnam,Busan,2014-02-01,30.3,54.66,23.81,43.83,67.64,4.51,1.25,3.44,35.01,1.5,3.97,3.11,69,Satisfactory,8.29,55.77,0.0012,1.11,28.4,17276.56
Busan-Ulsan-Gyeongnam,Ulsan,2014-02-01,78.81,86.39,35.58,83.13,118.71,4.21,1.14,15.93,13.11,1.35,4.66,1.37,163,Poor,12.25,36.62,0.0017,1.59,21.62,12503.42
Busan-Ulsan-Gyeongnam,Changwon,2014-02-01,35.62,90.52,32.25,72.12,104.37,2.72,0.94,19.67,33.22,1.23,3.96,3.38,137,Moderate,7.86,26.91,0.0005,2.31,18.9,1242.46
Busan-Ulsan-Gyeongnam,Gimhae,2014-02-01,30.35,50.68,27.46,58.44,85.9,5.79,0.7,5.64,13.57,1.31,4.0,1.95,99,Satisfactory,10.02,53.9,0.0008,1.4,17.87,784.1
Busan-Ulsan-Gyeongnam,Jinju,2014-02-01,25.17,57.68,17.09,32.18,49.27,5.9,0.58,6.31,28.84,1.13,3.2,1.73,92,Satisfactory,7.06,53.06,0.0002,1.79,13.23,1160.8
Busan-Ulsan-Gyeongnam,Yangsan,2014-02-01,30.65,46.56,16.38,28.92,45.31,4.4,0.69,4.33,26.72,1.31,4.05,3.0,71,Satisfactory,7.63,52.88,0.0006,1.24,11.54,1111.23
Busan-Ulsan-Gyeongnam,Geoje,2014-02-01,32.12,45.69,10.86,27.45,38.31,5.59,0.78,1.8,24.7,0.75,1.75,2.11,88,Satisfactory,11.76,42.84,0.0017,1.74,10.98,723.85
Busan-Ulsan-Gyeongnam,Tongyeong,2014-02-01,32.51,58.65,22.05,44.96,67.01,7.37,0.69,3.88,27.53,1.21,3.74,1.39,85,Satisfactory,7.53,52.24,0.0018,1.96,11.96,1285.84
Busan-Ulsan-Gyeongnam,Sacheon,2014-02-01,48.1,65.0,15.1,40.26,55.36,6.13,0.38,3.94,24.01,1.32,4.73,1.36,114,Moderate,10.13,43.67,0.0019,2.05,14.21,1117.67
Busan-Ulsan-Gyeongnam,Miryang,2014-02-01,40.69,51.53,13.62,36.33,49.95,6.4,0.67,1.01,35.84,1.52,5.86,3.78,134,Moderate,8.87,50.46,0.0011,1.06,7.37,916.22
Busan-Ulsan-Gyeongnam,Goseong,2014-02-01,35.58,67.77,22.81,49.47,72.28,5.09,0.76,4.85,30.42,1.43,3.42,2.46,106,Moderate,8.32,61.29,0.0016,1.5,9.13,941.61
Busan-Ulsan-Gyeongnam,Haman,2014-02-01,22.61,47.27,30.71,52.18,82.89,6.09,0.73,4.78,34.17,1.24,2.5,2.6,56,Satisfactory,8.02,47.52,0.0012,1.6,6.66,584.46
Daegu-Gyeongbuk,Daegu,2014-02-01,39.23,53.21,27.08,72.9,99.97,4.36,1.15,5.24,36.06,1.19,2.91,2.07,123,Moderate,10.32,46.45,0.001,1.39,22.14,13330.57
Daegu-Gyeongbuk,Pohang,2014-02-01,32.05,88.83,38.61,75.47,114.08,3.93,0.59,5.22,33.69,0.9,3.55,1.34,80,Satisfactory,13.24,63.43,0.0009,1.07,19.59,3173.52
Daegu-Gyeongbuk,Gumi,2014-02-01,48.27,71.27,35.79,69.27,105.06,3.98,0.98,27.01,25.17,0.88,2.82,1.45,109,Moderate,8.28,36.24,0.0009,1.09,37.13,3836.36
Daegu-Gyeongbuk,Gyeongju,2014-02-01,19.53,55.5,21.58,36.55,58.14,7.58,0.51,2.12,22.59,1.07,3.0,1.08,84,Satisfactory,6.92,40.85,0.0011,1.49,5.95,442.73
