State,City,Date,PM2.5 (ug/m3),PM10 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),SO2 (ug/m3),O3 (ug/m3),Benzene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),AQI,AQI_Bucket,Wind_Speed (km/h),Humidity (%),Deforestation_Rate_%,Industry_Growth_%,CO2_Emission_MT,Population_Density_per_SqKm
Tehran,Tehran City,2014-01-01,8.38,14.25,4.28,12.86,17.13,2.75,0.12,1.73,34.92,0.55,1.92,1.47,48.0,Good,9.88,62.57,0.0085,1.36,5.73,123.39
Tehran,Tehran City,2014-01-01,34.86,41.98,3.03,6.26,9.29,3.45,0.81,2.69,46.1,1.06,3.38,3.13,73.0,Satisfactory,9.98,48.58,0.0076,1.52,5.21,433.47
Tehran,Tehran City,2014-01-01,7.07,13.33,5.62,9.69,15.31,3.18,0.25,2.41,64.78,0.89,2.44,1.58,40.0,Good,7.76,35.87,0.0039,1.03,5.0,344.61
Tehran,Tehran City,2014-01-01,12.51,34.37,4.6,9.6,14.19,5.16,0.67,1.87,33.19,0.81,2.41,2.3,69.0,Satisfactory,11.76,69.61,0.0034,0.86,6.63,165.31
Tehran,Tehran City,2014-01-01,4.5,13.39,3.09,7.03,10.12,2.82,0.22,2.05,51.69,0.76,2.14,1.98,47.0,Good,8.82,55.14,0.0042,1.36,3.93,47.99
Tehran,Tehran City,2014-01-01,5.3,12.15,3.38,6.47,9.85,3.02,0.19,1.75,51.64,1.17,3.33,2.45,32.0,Good,12.55,20.0,0.0001,1.11,7.4,149.92
Tehran,Tehran City,2014-01-01,11.26,1.88,4.66,11.27,15.93,2.94,0.3,1.96,41.18,0.82,1.72,1.93,38.0,Good,16.43,45.51,0.0041,1.12,6.58,114.53
Tehran,Tehran City,2014-01-01,5.71,6.58,5.15,9.46,14.61,3.49,0.25,2.31,45.89,0.68,1.86,1.95,41.0,Good,17.96,81.59,0.0042,1.06,5.81,235.69
Tehran,Tehran City,2014-01-01,4.96,12.91,2.35,6.12,8.47,6.96,0.19,1.4,42.95,0.63,2.31,1.51,42.0,Good,12.08,87.43,0.0051,1.58,4.23,132.21
Tehran,Tehran City,2014-01-01,13.3,15.34,2.72,6.79,9.51,3.1,0.27,1.51,23.95,0.99,2.79,2.19,93.0,Satisfactory,11.5,80.23,0.0061,0.25,8.59,5.0
Tehran,Tehran City,2014-01-01,8.95,13.92,5.22,12.73,17.95,3.19,0.24,1.37,44.43,0.96,2.95,2.19,25.0,Good,7.44,82.0,0.0049,0.62,13.55,2824.39
Tehran,Tehran City,2014-01-01,5.11,11.43,4.53,9.24,13.77,7.42,0.12,1.64,26.84,1.03,2.73,2.03,34.0,Good,27.55,63.48,0.0038,1.65,9.85,145.25
Tehran,Tehran City,2014-01-01,4.83,11.71,3.09,6.71,9.8,4.56,0.41,2.2,23.43,0.61,1.41,1.42,45.0,Good,9.96,67.59,0.0032,1.23,4.6,248.25
Tehran,Tehran City,2014-01-01,4.71,10.98,3.08,6.81,9.9,5.12,0.38,2.71,38.48,0.86,2.07,1.38,49.0,Good,20.55,72.77,0.0071,1.2,5.58,115.35
Tehran,Tehran City,2014-01-01,4.77,11.03,3.05,6.21,9.27,3.76,0.25,2.04,46.34,0.81,2.55,2.2,49.0,Good,21.93,74.05,0.0031,0.8,8.63,188.68
Tehran,Tehran City,2014-01-01,8.99,17.46,3.43,9.17,12.61,4.07,0.39,1.76,66.63,0.72,1.74,1.01,17.0,Good,13.17,79.63,0.0018,1.68,4.98,203.17
Tehran,Tehran City,2014-01-01,6.99,12.54,3.87,8.13,12.01,5.93,0.29,2.36,43.33,0.34,1.14,0.68,45.0,Good,23.51,56.64,0.0077,1.79,5.1,275.01
Tehran,Tehran City,2014-01-01,19.06,54.32,3.45,7.96,11.4,4.96,0.83,2.11,37.84,0.71,1.74,1.39,57.0,Satisfactory,30.36,69.83,0.0057,0.99,7.2,174.67
Tehran,Tehran City,2014-01-01,6.02,9.98,3.4,8.41,11.81,2.19,0.24,1.73,36.11,0.92,3.39,1.04,25.0,Good,24.17,89.96,0.005,1.58,3.75,180.19
Tehran,Tehran City,2014-01-01,4.32,14.62,3.2,8.44,11.64,3.72,0.37,2.53,43.25,1.12,3.06,1.31,46.0,Good,14.66,75.42,0.0069,1.41,5.65,111.55
Tehran,Tehran City,2014-01-01,31.12,92.39,3.2,7.39,10.59,3.45,1.33,6.85,72.2,0.54,1.56,1.55,98.0,Satisfactory,19.23,78.34,0.0019,0.82,10.42,380.11
Tehran,Tehran City,2014-01-01,5.32,14.46,3.87,9.86,13.73,3.58,0.24,0.57,51.37,0.53,1.77,0.88,39.0,Good,12.33,62.99,0.0087,0.27,7.69,343.68
Tehran,Tehran City,2014-01-01,25.28,23.47,4.52,12.52,17.04,2.05,0.58,7.66,49.59,0.63,2.4,1.31,89.0,Satisfactory,23.91,60.47,0.004,1.39,18.1,1970.55
Tehran,Tehran City,2014-01-01,8.98,12.2,3.84,10.31,14.15,5.11,0.24,2.05,30.57,0.69,2.08,1.69,26.0,Good,14.84,51.8,0.0066,0.97,8.25,142.29
Tehran,Tehran City,2014-01-01,17.01,16.64,2.88,5.92,8.79,1.81,0.95,2.28,47.2,0.51,1.17,1.23,72.0,Satisfactory,20.43,61.3,0.0062,1.52,6.99,171.9
Tehran,Tehran City,2014-01-01,4.09,14.0,4.45,8.31,12.75,2.16,0.16,2.38,60.12,0.72,2.19,1.39,32.0,Good,6.39,69.12,0.0053,1.57,4.15,237.97
Tehran,Tehran City,2014-01-01,8.22,15.29,4.08,7.87,11.95,4.5,0.24,2.25,62.77,0.75,2.44,2.23,24.0,Good,19.76,55.68,0.0029,0.59,5.88,418.95
Tehran,Tehran City,2014-01-01,66.98,185.53,3.29,5.61,8.9,3.51,1.17,7.25,44.48,0.75,2.64,1.28,192.0,Poor,5.4,76.81,0.0036,1.84,14.54,1094.27
Tehran,Tehran City,2014-01-01,6.92,0.56,6.0,10.28,16.28,3.7,0.25,1.84,49.13,0.44,1.44,0.51,22.0,Good,16.31,79.54,0.0063,1.99,7.84,105.41
Tehran,Tehran City,2014-01-01,10.54,11.12,6.29,12.14,18.43,4.19,0.5,2.22,50.49,0.73,2.5,1.77,32.0,Good,17.79,33.04,0.0097,0.53,3.53,81.97
Tehran,Tehran City,2014-01-01,5.14,12.57,1.34,2.46,3.8,7.55,0.18,1.99,50.64,0.61,1.74,1.49,25.0,Good,19.14,52.42,0.0043,1.09,6.58,5.0
Tehran,Tehran City,2014-01-01,9.72,12.04,4.63,12.96,17.59,2.54,0.31,2.87,42.25,0.81,2.91,1.06,25.0,Good,8.71,47.67,0.0056,0.62,8.16,173.69
Tehran,Tehran City,2014-01-01,4.93,11.11,3.88,10.63,14.51,5.13,0.37,1.51,39.8,0.78,2.73,1.63,19.0,Good,15.09,50.6,0.0001,1.27,5.61,180.56
Tehran,Tehran City,2014-01-01,7.03,10.05,3.03,6.75,9.78,5.02,0.32,1.78,42.14,0.83,3.18,1.91,46.0,Good,34.3,70.02,0.004,1.31,6.95,151.46
Tehran,Tehran City,2014-01-01,8.31,12.46,6.0,10.86,16.86,6.08,0.27,1.18,55.09,0.78,1.62,2.09,33.0,Good,13.28,69.73,0.0045,1.58,6.39,241.1
Tehran,Tehran City,2014-01-01,11.84,11.93,6.03,14.46,20.49,4.47,0.31,2.31,53.14,0.95,2.8,2.86,28.0,Good,12.93,42.75,0.007,0.58,7.67,236.04
Tehran,Tehran City,2014-01-01,11.97,33.62,3.79,9.54,13.33,1.18,0.23,2.44,51.38,1.14,4.0,1.87,35.0,Good,18.54,75.97,0.0008,1.27,7.7,140.27
Tehran,Tehran City,2014-01-01,10.37,12.2,12.02,22.26,34.27,3.41,0.34,2.02,57.49,0.8,1.62,1.76,21.0,Good,19.13,58.19,0.0035,1.02,13.72,3670.04
Tehran,Tehran City,2014-01-01,7.01,13.32,4.3,8.58,12.88,4.29,0.32,2.0,45.46,0.82,2.65,2.43,27.0,Good,11.86,46.1,0.0059,1.12,6.18,109.13
Tehran,Tehran City,2014-01-01,8.74,16.04,2.5,4.48,6.98,4.38,0.16,0.99,39.78,0.76,1.56,1.5,35.0,Good,15.33,83.0,0.0073,0.5,6.14,115.85
Tehran,Tehran City,2014-01-01,6.44,12.5,4.47,13.58,18.05,3.45,0.17,2.5,46.37,0.57,1.73,1.56,15.0,Good,8.42,60.56,0.004,1.53,5.02,192.7
Tehran,Tehran City,2014-01-01,5.33,7.31,2.67,8.0,10.67,1.65,0.2,1.72,34.42,0.41,1.55,0.83,36.0,Good,10.66,50.68,0.0012,1.07,4.43,147.11
Tehran,Tehran City,2014-01-01,11.81,17.55,6.19,12.95,19.14,6.3,0.47,1.46,44.18,1.16,3.77,2.83,16.0,Good,6.12,65.27,0.0053,1.46,3.83,5.0
Tehran,Tehran City,2014-01-01,2.4,13.52,4.97,12.08,17.05,3.48,0.1,2.09,50.77,0.79,2.17,1.4,16.0,Good,15.12,65.47,0.0048,1.18,4.49,293.04
Tehran,Tehran City,2014-01-01,11.39,16.07,5.97,11.27,17.24,3.1,0.37,1.03,32.98,0.68,2.62,0.76,16.0,Good,11.13,20.0,0.002,1.04,6.63,233.51
Tehran,Tehran City,2014-01-01,9.2,5.25,0.86,2.61,3.47,6.79,0.16,2.22,40.88,0.85,2.2,1.91,47.0,Good,14.34,48.13,0.0058,1.07,7.42,184.67
Tehran,Tehran City,2014-01-01,9.76,13.86,5.48,9.89,15.37,4.47,0.25,2.29,49.62,0.84,2.11,1.68,18.0,Good,15.7,63.82,0.0035,0.79,4.34,33.43
Tehran,Tehran City,2014-01-01,9.75,13.65,3.68,10.65,14.33,6.76,0.09,1.97,40.02,0.9,3.2,1.97,35.0,Good,16.44,38.26,0.0047,0.91,7.35,89.99
Tehran,Tehran City,2014-01-01,7.07,36.19,5.57,15.03,20.6,1.5,0.36,4.47,51.04,0.68,2.44,1.71,43.0,Good,13.36,67.78,0.0045,1.36,11.48,1055.22
Tehran,Tehran City,2014-01-01,5.49,18.21,4.41,9.61,14.02,2.86,0.18,1.33,46.17,0.93,2.97,1.76,31.0,Good,9.41,59.44,0.0049,1.16,8.43,131.11
Tehran,Tehran City,2014-01-01,20.59,53.22,7.89,14.21,22.1,4.36,0.66,1.57,54.82,0.55,1.7,1.44,93.0,Satisfactory,15.13,87.24,0.0066,1.09,6.95,5.0
Tehran,Tehran City,2014-01-01,12.93,8.76,8.52,20.8,29.32,2.82,0.26,2.1,36.87,0.83,2.65,1.51,83.0,Satisfactory,28.55,67.13,0.0019,0.94,10.47,3709.12
Tehran,Tehran City,2014-01-01,7.74,18.66,3.87,9.8,13.67,5.14,0.26,1.78,49.41,1.01,3.32,2.27,46.0,Good,10.5,59.36,0.0057,0.75,5.82,281.28
Tehran,Tehran City,2014-01-01,26.19,38.11,2.68,6.46,9.14,5.89,0.78,2.52,61.22,0.93,3.52,1.32,90.0,Satisfactory,11.74,34.48,0.0033,1.31,6.49,231.85
Tehran,Tehran City,2014-01-01,41.5,80.61,4.19,9.8,13.99,3.5,1.5,1.38,31.39,0.66,1.83,1.32,124.0,Moderate,9.95,43.61,0.0045,1.43,5.04,156.0
Tehran,Tehran City,2014-01-01,13.56,11.43,2.11,4.31,6.42,0.86,0.32,3.22,44.67,0.59,1.51,1.26,73.0,Satisfactory,13.05,70.79,0.008,1.16,7.73,293.82
Tehran,Tehran City,2014-01-01,5.61,10.48,4.63,10.09,14.73,7.34,0.3,1.02,36.05,1.0,3.71,1.25,38.0,Good,16.15,70.17,0.01,1.06,3.48,5.0
Tehran,Tehran City,2014-01-01,9.79,23.26,7.18,12.76,19.94,3.61,0.27,6.0,31.46,0.83,2.83,2.18,44.0,Good,11.06,50.47,0.0035,1.27,19.74,436.62
Tehran,Tehran City,2014-01-01,5.04,13.22,3.93,7.87,11.8,2.43,0.17,1.69,41.03,0.76,1.83,1.27,49.0,Good,16.04,35.7,0.0063,1.28,4.16,175.58
Tehran,Tehran City,2014-01-01,6.25,31.44,4.22,13.85,18.07,3.1,0.26,7.18,44.42,1.14,2.39,3.15,41.0,Good,16.28,65.39,0.0062,1.23,12.05,1118.77
Tehran,Tehran City,2014-01-01,8.76,2.47,3.45,9.73,13.18,3.22,0.21,1.99,66.75,0.87,2.04,1.0,34.0,Good,15.88,46.24,0.0052,0.89,3.61,320.11
Tehran,Tehran City,2014-01-01,10.42,12.06,3.76,9.61,13.37,5.3,0.1,2.0,57.18,0.89,2.21,2.38,27.0,Good,10.35,53.73,0.0047,0.23,7.55,267.39
Tehran,Tehran City,2014-01-01,8.8,15.49,3.14,9.88,13.02,3.55,0.24,2.87,34.54,0.99,2.93,1.86,18.0,Good,0.0,40.91,0.004,1.87,3.66,38.09
Tehran,Tehran City,2014-01-01,53.94,148.17,15.65,24.72,31.74,6.57,1.93,8.14,64.35,2.74,7.4,0.89,146.0,Unhealthy for Sensitive Groups,2.5,65.2,0.08,0.55,5.87,752.6
Tehran,Tehran City,2014-01-01,59.46,125.57,35.53,45.71,52.4,12.68,2.46,8.74,81.61,1.76,6.37,1.71,153.0,Unhealthy,2.4,55.7,0.107,3.23,5.98,751.2
Tehran,Tehran City,2014-01-01,91.11,182.85,18.8,15.52,52.54,22.35,1.91,7.15,46.99,1.77,4.68,2.28,169.0,Unhealthy,2.1,62.0,0.094,2.25,6.11,747.0
Tehran,Tehran City,2014-01-01,65.85,153.8,33.53,27.74,31.99,16.43,0.6,23.33,100.5,1.05,3.76,1.62,156.0,Unhealthy,2.6,62.8,0.071,1.53,5.9,750.8
Tehran,Tehran City,2014-01-01,57.41,215.86,29.3,24.2,48.59,17.79,1.52,21.44,83.52,2.02,5.12,2.61,152.0,Unhealthy,4.3,69.8,0.095,2.28,5.97,750.8
Tehran,Tehran City,2014-01-01,52.91,85.96,26.61,24.75,29.08,10.99,0.89,16.17,80.49,2.87,2.29,1.8,144.0,Unhealthy for Sensitive Groups,5.1,72.9,0.082,2.14,6.12,748.0
Tehran,Tehran City,2014-01-01,87.8,92.88,15.83,33.02,67.04,8.26,2.45,25.05,59.33,3.85,3.98,2.02,168.0,Unhealthy,6.1,72.5,0.096,4.14,6.08,754.4
Tehran,Tehran City,2014-01-01,61.82,167.75,29.58,43.95,59.98,15.29,2.5,16.4,75.33,3.21,7.56,2.35,154.0,Unhealthy,3.6,64.0,0.141,2.81,6.0,750.4
Tehran,Tehran City,2014-01-01,72.77,107.09,43.75,35.64,34.28,32.01,2.17,26.8,64.6,3.1,14.01,1.45,160.0,Unhealthy,3.3,65.4,0.357,5.63,29.6,850.3
Tehran,Tehran City,2014-01-01,138.32,264.25,35.45,91.48,55.06,38.6,2.58,29.07,120.26,5.08,10.61,4.37,194.0,Unhealthy,5.8,59.4,0.393,4.79,30.52,850.9
Tehran,Tehran City,2014-01-01,135.76,215.58,33.2,40.57,86.92,16.73,2.53,17.63,81.8,3.6,7.01,4.43,192.0,Unhealthy,6.1,60.5,0.289,3.18,30.04,851.8
Tehran,Tehran City,2014-01-01,123.78,341.39,60.36,85.53,48.08,26.56,3.01,16.25,58.37,7.97,10.02,5.27,186.0,Unhealthy,4.5,68.1,0.355,2.47,29.22,848.7
Tehran,Tehran City,2014-01-01,78.39,169.35,11.09,41.03,55.91,27.73,2.08,9.87,37.96,2.38,4.79,0.72,163.0,Unhealthy,6.7,61.7,0.382,3.96,29.83,852.4
Tehran,Tehran City,2014-01-01,119.37,154.93,36.27,68.78,67.12,30.95,4.61,27.36,46.82,3.66,11.25,3.61,184.0,Unhealthy,4.1,68.5,0.255,6.08,29.82,850.3
Tehran,Tehran City,2014-01-01,117.19,305.86,46.8,69.24,115.4,23.2,2.75,34.1,72.62,4.36,19.06,2.47,183.0,Unhealthy,2.7,76.1,0.379,3.73,29.7,853.7
Tehran,Tehran City,2014-01-01,116.68,124.32,40.15,55.47,86.36,30.75,4.59,12.78,53.9,2.38,5.28,3.36,183.0,Unhealthy,3.5,62.3,0.343,4.6,30.64,851.4
Tehran,Tehran City,2014-01-01,147.1,318.45,46.35,55.37,51.51,13.49,2.44,10.44,98.93,1.67,15.72,3.3,198.0,Unhealthy,5.8,57.0,0.356,5.25,30.05,850.6
Tehran,Tehran City,2014-01-01,99.88,216.13,46.58,37.48,89.33,31.73,4.64,13.68,88.0,3.83,14.71,3.61,174.0,Unhealthy,4.2,60.1,0.364,4.52,29.7,849.4
Tehran,Tehran City,2014-01-01,65.03,152.94,15.29,38.96,81.16,21.75,1.67,22.43,99.27,4.58,8.73,2.41,156.0,Unhealthy,2.9,72.4,0.364,3.79,30.14,848.1
Tehran,Tehran City,2014-01-01,78.58,248.84,55.04,93.42,48.02,13.91,2.56,43.35,50.16,3.44,14.28,2.59,163.0,Unhealthy,3.0,62.1,0.341,4.98,29.52,848.6
Tehran,Tehran City,2014-01-01,139.88,290.31,35.55,65.79,33.62,21.01,2.21,17.56,42.59,7.18,6.27,0.87,195.0,Unhealthy,5.4,65.9,0.331,3.47,31.26,853.4
Tehran,Tehran City,2014-01-01,540.0,647.5,58.44,153.26,176.02,41.95,8.03,100.0,113.93,13.68,34.06,8.99,500.0,Hazardous,3.9,58.0,0.135,6.7,54.37,1941.9
Tehran,Tehran City,2014-01-01,422.38,846.26,103.02,134.32,200.0,80.0,8.18,55.43,174.92,3.74,15.63,13.59,438.0,Hazardous,4.6,64.7,0.104,8.36,54.76,1955.2
Tehran,Tehran City,2014-01-01,119.27,373.01,51.8,92.6,103.94,33.53,3.38,72.59,100.7,6.71,14.33,6.91,184.0,Unhealthy,4.0,65.3,0.127,5.42,53.49,1945.2
Tehran,Tehran City,2014-01-01,429.3,628.44,86.88,97.48,200.0,36.38,11.52,48.62,159.36,5.9,10.56,10.64,444.0,Hazardous,3.8,69.1,0.172,5.41,54.78,1950.1
Tehran,Tehran City,2014-01-01,505.49,537.07,64.31,132.42,139.5,72.13,10.69,75.28,113.0,9.35,36.19,3.34,500.0,Hazardous,3.2,76.7,0.147,6.55,56.15,1937.1
Tehran,Tehran City,2014-01-01,217.37,502.9,97.85,67.18,117.47,70.81,5.53,46.04,106.02,9.34,12.42,7.49,267.0,Very Unhealthy,4.3,60.5,0.14,7.18,54.44,1947.8
Tehran,Tehran City,2014-01-01,425.68,681.98,48.17,111.48,155.43,48.06,10.89,100.0,122.79,8.99,17.38,5.8,441.0,Hazardous,5.3,68.9,0.13,6.63,55.57,1944.4
Tehran,Tehran City,2014-01-01,271.33,249.26,30.05,117.88,120.97,45.68,4.6,58.14,108.16,3.31,21.32,4.2,318.0,Hazardous,3.6,55.4,0.164,4.4,54.61,1951.3
Tehran,Tehran City,2014-01-01,397.06,466.05,44.51,73.18,100.65,54.28,6.43,100.0,76.18,5.34,10.84,7.97,418.0,Hazardous,1.6,72.8,0.165,4.52,56.33,1953.9
Tehran,Tehran City,2014-01-01,449.63,542.08,81.35,133.53,187.59,31.37,11.83,100.0,118.63,11.73,34.02,12.04,460.0,Hazardous,4.9,62.7,0.123,5.54,54.93,1951.1
Tehran,Tehran City,2014-01-01,216.83,605.35,44.25,117.23,129.02,29.36,5.97,50.65,98.87,16.49,19.79,12.01,267.0,Very Unhealthy,2.6,55.7,0.132,5.77,55.82,1943.3
Tehran,Tehran City,2014-01-01,323.33,601.94,56.94,88.91,77.1,72.93,12.31,78.55,110.24,8.49,25.09,12.0,359.0,Hazardous,0.8,59.6,0.222,6.09,54.44,1951.2
Tehran,Tehran City,2014-01-01,220.2,832.74,49.95,133.53,157.27,77.97,3.99,42.25,93.47,13.79,22.72,10.54,270.0,Very Unhealthy,2.7,72.9,0.132,6.79,56.28,1942.2
Tehran,Tehran City,2014-01-01,363.68,390.2,37.05,121.51,64.74,43.32,5.15,100.0,137.65,7.1,26.02,6.81,391.0,Hazardous,3.0,65.6,0.198,4.01,55.39,1942.4
Tehran,Tehran City,2014-01-01,247.96,647.69,43.78,120.93,182.37,42.13,9.9,54.71,85.66,14.97,22.82,5.01,298.0,Very Unhealthy,5.8,67.6,0.158,4.71,54.58,1955.2
Tehran,Tehran City,2014-01-01,551.79,896.11,53.67,79.39,105.07,55.29,15.0,74.56,103.7,13.78,35.88,4.36,500.0,Hazardous,2.2,71.4,0.155,4.85,55.54,1950.4
Tehran,Tehran City,2014-01-01,199.11,462.97,44.75,92.96,112.21,38.76,3.34,43.01,45.02,3.37,7.91,1.68,249.0,Very Unhealthy,2.5,73.1,0.511,1.62,12.6,618.5
Tehran,Tehran City,2014-01-01,211.05,187.3,20.58,44.46,41.25,33.14,5.49,30.05,114.71,4.3,5.8,1.17,261.0,Very Unhealthy,2.3,62.4,0.502,2.61,12.19,619.9
Tehran,Tehran City,2014-01-01,98.18,186.96,17.0,38.96,64.3,18.7,4.04,35.74,71.68,1.17,4.88,2.71,173.0,Unhealthy,3.3,66.6,0.471,4.01,11.8,621.2
Tehran,Tehran City,2014-01-01,147.89,305.76,18.72,72.04,29.01,11.06,1.48,31.7,44.58,5.62,6.87,1.36,199.0,Unhealthy,5.1,61.9,0.549,2.69,12.04,618.9
Tehran,Tehran City,2014-01-01,179.97,402.21,20.6,59.6,109.81,33.94,1.67,18.61,111.48,2.34,7.65,4.94,230.0,Very Unhealthy,2.1,72.2,0.488,2.75,11.57,619.8
Tehran,Tehran City,2014-01-01,163.4,377.95,27.39,82.2,87.14,38.52,2.4,13.32,94.33,5.77,10.73,3.78,214.0,Very Unhealthy,6.1,68.6,0.513,2.94,11.85,617.1
Tehran,Tehran City,2014-01-01,234.55,378.2,27.11,43.21,111.05,16.78,5.55,23.01,88.59,1.63,9.45,1.46,284.0,Very Unhealthy,2.9,63.5,0.508,3.46,11.54,615.7
Tehran,Tehran City,2014-01-01,211.88,209.08,40.2,89.36,100.6,15.51,6.1,24.11,91.23,5.96,4.97,5.39,262.0,Very Unhealthy,4.8,71.7,0.474,1.88,12.22,618.7
Tehran,Tehran City,2014-01-01,147.11,241.29,22.95,59.03,76.83,21.79,2.35,10.24,63.55,1.77,10.88,2.65,198.0,Unhealthy,6.6,58.4,0.531,0.67,11.93,624.2
Tehran,Tehran City,2014-01-01,171.4,343.09,20.51,45.48,52.64,24.63,3.97,18.45,112.68,3.38,8.81,2.08,222.0,Very Unhealthy,2.7,53.3,0.508,4.22,11.97,622.7
Tehran,Tehran City,2014-01-01,96.63,330.6,22.49,44.6,94.79,20.96,3.08,16.44,75.35,2.22,14.56,0.76,172.0,Unhealthy,5.7,69.1,0.135,2.43,8.9,1100.7
Tehran,Tehran City,2014-01-01,157.9,348.76,22.04,68.33,81.77,40.15,3.24,47.64,93.45,7.13,9.24,2.57,208.0,Very Unhealthy,2.3,56.7,0.217,5.86,9.28,1092.9
Tehran,Tehran City,2014-01-01,161.16,364.98,28.95,42.49,37.91,34.34,1.93,42.84,69.32,4.55,14.25,4.52,212.0,Very Unhealthy,4.7,74.3,0.222,3.85,8.85,1106.5
Tehran,Tehran City,2014-01-01,85.05,235.54,32.27,51.84,116.2,44.21,3.52,49.71,50.94,7.86,15.11,3.77,166.0,Unhealthy,2.7,69.8,0.179,4.9,9.11,1096.9
Tehran,Tehran City,2014-01-01,151.29,224.69,22.6,96.56,40.17,38.59,5.82,18.82,122.73,6.86,7.5,3.08,202.0,Very Unhealthy,5.3,64.5,0.224,4.68,9.01,1103.0
Tehran,Tehran City,2014-01-01,121.53,281.46,40.74,59.94,54.9,16.01,4.75,14.09,88.93,2.92,13.16,1.62,185.0,Unhealthy,5.5,55.3,0.145,3.6,8.94,1097.6
Tehran,Tehran City,2014-01-01,310.81,717.56,69.81,105.37,77.83,46.31,4.68,82.99,125.44,6.89,27.18,3.39,349.0,Hazardous,4.6,68.3,0.175,2.41,15.12,922.4
Tehran,Tehran City,2014-01-01,316.38,663.21,55.94,51.77,120.5,38.98,5.87,54.77,123.43,8.74,19.62,3.23,354.0,Hazardous,1.5,73.3,0.191,1.92,14.97,921.9
Tehran,Tehran City,2014-01-01,300.92,764.7,31.33,82.68,84.79,51.3,4.48,54.15,122.25,4.13,18.04,7.67,341.0,Hazardous,4.4,69.6,0.157,2.55,15.31,924.5
Tehran,Tehran City,2014-01-01,282.85,326.53,33.9,91.75,88.92,31.49,7.09,57.08,63.19,8.31,8.3,1.71,327.0,Hazardous,6.5,56.6,0.202,3.99,15.13,914.6
Tehran,Tehran City,2014-01-01,170.18,361.37,67.42,124.96,91.7,44.39,6.95,36.42,68.08,2.02,10.0,5.41,221.0,Very Unhealthy,4.4,74.3,0.174,2.85,14.65,919.9
Tehran,Tehran City,2014-01-01,342.39,323.24,58.77,96.81,53.34,17.98,4.1,43.51,92.7,9.19,5.94,4.47,374.0,Hazardous,5.1,63.5,0.204,4.75,15.1,919.7
Tehran,Tehran City,2014-01-01,185.3,782.74,41.77,106.5,62.79,35.31,4.46,87.97,110.02,12.32,29.17,2.93,235.0,Very Unhealthy,2.9,76.2,0.267,2.85,15.15,920.0
Tehran,Tehran City,2014-01-01,341.69,284.91,59.8,69.89,77.09,28.25,6.3,71.63,139.03,7.77,30.33,5.82,374.0,Hazardous,2.3,63.2,0.183,4.47,15.2,924.7
Tehran,Tehran City,2014-01-01,379.44,644.08,63.19,85.0,101.39,52.11,4.0,64.79,146.5,2.33,22.57,7.47,404.0,Hazardous,4.1,65.3,0.113,4.77,9.85,1052.8
